"";"Symbol";"Chromosome";"Description";"Cluster";"WT_00Hr_1";"WT_00Hr_2";"WT_00Hr_3";"WT_02Hr_1";"WT_02Hr_2";"WT_02Hr_3";"WT_04Hr_1";"WT_04Hr_2";"WT_04Hr_3";"WT_06Hr_1";"WT_06Hr_2";"WT_06Hr_3";"WT_08Hr_1";"WT_08Hr_2";"WT_08Hr_3";"WT_10Hr_1";"WT_10Hr_2";"WT_10Hr_3";"WT_12Hr_1";"WT_12Hr_2";"WT_12Hr_3";"WT_14Hr_1";"WT_14Hr_2";"WT_14Hr_3";"WT_16Hr_1";"WT_16Hr_2";"WT_16Hr_3";"WT_18Hr_1";"WT_18Hr_2";"WT_18Hr_3";"WT_20Hr_1";"WT_20Hr_2";"WT_20Hr_3";"WT_22Hr_1";"WT_22Hr_2";"WT_22Hr_3"
"57905";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=57905"" target=""_blank"">Isy1</a>";"6";"ISY1 splicing factor homolog (S. cerevisiae)";"Cluster_6";-0,1971;0,1982;-0,0012;0,4567;-0,1331;-0,0331;-0,2523;-1,1545;-0,6043;-2,1759;-1,9015;-0,5534;-1,2347;-2,1007;-2,2742;-2,2168;-1,9832;-2,3306;-1,0483;-1,9784;-1,2304;-0,5088;-0,0361;0,0648;0,3352;0,4129;0,0258;0,5575;0,8613;0,2267;-0,245;1,1225;-0,4875;-1,168;-0,9909;0,5423
"60365";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=60365"" target=""_blank"">Rbm8a</a>";"3";"RNA binding motif protein 8a";"Cluster_6";-1,5007;0,4129;1,0877;-0,2803;0,6536;-1,2115;-0,7278;-1,7008;-0,4915;-1,5487;-0,4607;-1,6508;-1,7032;-2,1251;-1,8485;-1,5456;-1,6644;-1,882;-1,6746;-1,3082;-1,0031;-0,4886;-0,9461;-1,9695;0,8526;0,4361;0,3406;-0,3756;0,8627;1,0042;-0,0933;1,1274;-0,0413;-0,9684;-0,5967;-0,7004
"66111";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66111"" target=""_blank"">Tmed3</a>";"9";"transmembrane emp24 domain containing 3";"Cluster_6";-0,6914;1,1599;-0,4685;0,6153;0,6001;-0,4013;-0,2812;-0,5692;0,085;-1,7814;-0,7267;-1,7888;-1,8391;-1,6861;-2,064;-2,4099;-1,6271;-2,0544;-1,3687;-1,044;-1,6993;-1,18;-0,3003;-0,3694;0,478;0,8835;-0,0643;-0,5039;0,9559;-1,2317;-0,9269;-1,5944;-2,1618;-1,7941;-2,0897;-1,4712
"66136";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66136"" target=""_blank"">Znrd1</a>";"17";"zinc ribbon domain containing, 1";"Cluster_6";-0,1942;0,448;-0,2539;-1,0994;-0,6778;-1,7158;-0,9903;-1,4606;-0,7256;-1,9883;-1,8422;-2,058;-2,4369;-2,8751;-2,6371;-2,3129;-2,7363;-2,3149;-2,3576;-2,2522;-1,5562;-0,3241;0,0307;-0,2979;0,6801;-0,3336;0,6522;-0,8049;-0,0303;-0,4422;-1,3428;-1,3718;-0,2764;-0,8006;-0,963;-0,9529
"66256";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66256"" target=""_blank"">Ssr2</a>";"3";"signal sequence receptor, beta";"Cluster_6";0,1595;0,2403;-0,3998;0,0693;0,7885;-1,0812;-0,029;-0,1233;0,3536;-1,3244;-0,5513;-1,4058;-0,7856;-1,154;-2,0512;-1,8337;-1,154;-2,0163;-1,7316;-2,5741;-1,6322;-0,745;-0,2672;-1,1399;1,2135;0,5302;0,2821;1,0314;0,7177;-0,5358;1,0689;-1,2912;-1,7492;-0,1439;-0,366;-1,5457
"66276";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66276"" target=""_blank"">1810009A15Rik</a>";"19";"RIKEN cDNA 1810009A15 gene";"Cluster_6";-0,1834;-0,0128;0,1962;-0,7297;1,1923;0,004;0,1935;0,4745;0,6907;-1,1341;0,3995;-1,3079;-1,4142;-1,1774;-0,6613;-1,5748;-1,0165;-1,1246;-0,7652;-0,4935;-0,7792;-0,1189;0,1127;-0,1123;1,5933;2,2155;1,7091;0,8195;1,4822;1,4764;1,5037;-0,0959;-0,1085;0,2874;1,0309;0,6698
"66357";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66357"" target=""_blank"">Ostc</a>";"3";"oligosaccharyltransferase complex subunit";"Cluster_6";-1,1525;0,7243;0,4282;0,0966;0,5188;-0,2154;-0,3076;-0,7555;-0,0105;-2,1724;-0,3781;-1,2578;-2,7847;-1,6684;-2,2198;-2,1724;-2,0012;-2,6022;-1,8199;-0,7881;-2,1856;-1,2007;-0,1384;-0,4005;-0,5541;-0,054;-0,0105;-0,667;1,5161;-0,1458;-0,859;-0,5212;-1,696;-1,0819;-1,0511;-0,7247
"66495";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=66495"" target=""_blank"">Ndufb3</a>";"1";"NADH dehydrogenase (ubiquinone) 1 beta subcomplex 3";"Cluster_6";0,3687;0,2862;-0,6549;-0,4965;0,0525;0,7402;1,0451;0,7485;0,5245;-0,608;-0,323;-1,2049;-0,3312;0,3687;-1,1425;-0,5694;0,0232;-0,2634;0,0957;-3,0283;-0,4381;0,6023;1,7668;2,0052;1,098;1,909;0,8709;0,4357;1,2185;-0,2379;-0,4006;-1,8258;0,3173;-0,1928;-0,2886;0,0957
"67475";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=67475"" target=""_blank"">Ero1lb</a>";"13";"ERO1-like beta (S. cerevisiae)";"Cluster_6";-0,2337;0,0153;0,2184;1,5545;1,5863;-0,5332;0,4344;0,069;-0,2492;-1,1957;1,612;-1,1492;-1,875;-1,0645;-1,4945;-1,5516;-1,3947;-1,726;-0,898;-2,4648;-1,5135;-0,6923;0,0243;-0,9441;-0,2337;-0,4799;-0,0077;-0,9441;0,922;0,5313;-0,8176;-1,904;-0,5037;-1,4654;-0,6456;-1,0263
"67511";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=67511"" target=""_blank"">Tmed9</a>";"13";"transmembrane emp24 protein transport domain containing 9";"Cluster_6";0,2406;-0,0234;-0,2172;0,517;0,5062;-0,9769;-0,1426;0,1337;-0,3048;-1,3578;-0,0257;-0,912;-2,6751;-1,4896;-1,8356;-2,733;-2,4208;-1,8066;-2,8952;-1,0516;-1,3701;-0,7943;-1,1518;0,0062;0,1714;-0,6142;-0,5877;0,1657;-0,2042;-0,3983;-0,9275;-1,5453;-3,2028;-1,1547;-1,1974;-1,6088
"67976";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=67976"" target=""_blank"">Trabd</a>";"15";"TraB domain containing";"Cluster_6";-1,001;1,4419;-0,4409;1,0024;0,8262;-0,1723;0,5171;0,0895;0,8348;-1,0214;-0,5673;-1,1141;-0,6184;0,1627;-1,3902;-0,5017;-0,0881;-0,8457;0,5946;-1,3758;1,0724;1,1636;1,9601;0,6825;1,7144;1,2829;1,5392;1,2023;0,7285;-0,1823;-0,2982;-1,6281;-0,6302;0,1645;-1,3213;-0,6711
"69051";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=69051"" target=""_blank"">Pycr2</a>";"1";"pyrroline-5-carboxylate reductase family, member 2";"Cluster_6";-0,7613;1,1328;-0,3715;0,8898;0,1315;-0,5416;-0,6635;-0,8765;-0,6181;-0,4658;-1,3388;-0,5579;-1,7564;-1,85;-2,0714;-2,2721;-2,2211;-2,1398;-1,3712;-0,7447;-3,1393;-1,7686;-1,6144;-1,9796;0,4815;0,2431;-0,7702;-0,6998;1,0739;-1,3165;-0,0828;-0,7894;-2,2006;-0,99;-0,9766;-1,0543
"74126";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=74126"" target=""_blank"">Syvn1</a>";"19";"synovial apoptosis inhibitor 1, synoviolin";"Cluster_6";-0,1317;0,4454;-0,3136;0,7579;0,9961;-1,3355;-0,5049;-1,0825;-0,3277;-1,9787;-0,5159;-1,0532;-2,1134;-1,9863;-2,217;-2,1999;-2,4001;-1,8649;-1,2649;-1,8604;-1,8773;-0,9533;-0,7514;-1,3414;-0,0663;-0,2218;0,4901;-0,8099;1,4417;-0,4261;-1,2008;-0,7781;-1,8956;-2,2769;-1,4923;-1,5109
"74479";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=74479"" target=""_blank"">Snx11</a>";"11";"sorting nexin 11";"Cluster_6";0,9256;0,2371;-1,1627;0,9973;2,1818;-0,3795;0,7259;-0,1293;0,3447;-1,6377;-1,3569;-0,5353;-0,3315;-0,8972;-1,6843;-1,3944;-0,9725;-0,9525;-1,1194;-1,7204;-0,8786;0,6376;0,189;0,1013;1,0267;-0,1936;0,6659;-0,9407;0,1622;0,6247;-1,17;-2,3441;-1,2323;0,2621;0,7608;-0,0165
"75692";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=75692"" target=""_blank"">Nr2c2ap</a>";"8";"nuclear receptor 2C2-associated protein";"Cluster_6";-0,5398;1,028;-0,4882;-0,0496;1,3038;-1,1279;-0,5934;-1,8523;-0,4486;-1,6045;-2,7705;-1,2999;-2,527;-1,9544;-2,3787;-1,5266;-2,1335;-1,4311;-1,693;-2,2119;-1,757;-0,3906;0,047;0,0384;0,8406;0,047;-0,4331;0,3344;-0,9061;-0,368;-0,9924;-0,1751;-0,8551;-0,4455;-0,6619;-0,6408
"76737";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=76737"" target=""_blank"">Creld2</a>";"15";"cysteine-rich with EGF-like domains 2";"Cluster_6";-0,1715;0,4525;-0,281;0,0378;0,9023;-1,0595;-0,3104;-0,7062;0,0869;-1,6946;0,2812;-1,6567;-2,0492;-1,8585;-2,1161;-2,0461;-1,7315;-1,7778;-1,5905;-1,3555;-1,2761;-0,3588;-0,0032;-0,587;0,9688;0,7198;0,5529;-0,1289;1,2554;0,7151;-0,7427;-0,6789;-1,1383;-1,6055;-1,6258;-1,4781
"76899";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=76899"" target=""_blank"">Golga1</a>";"2";"golgi autoantigen, golgin subfamily a, 1";"Cluster_6";-1,2952;1,1307;0,1645;0,139;0,3205;0,0708;0,0686;-0,2631;0,0892;-1,8972;-1,2718;-1,0681;-1,4072;-3,0295;-1,9787;-3,126;-1,0614;-1,1261;-1,1642;-2,048;-0,905;-0,2356;0,7578;-0,0455;0,0708;-0,1962;0,9599;-0,544;-0,3757;-0,1659;-1,2109;-1,2681;-0,3654;-1,8128;-1,0232;-0,202
"94181";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=94181"" target=""_blank"">Nans</a>";"4";"N-acetylneuraminic acid synthase (sialic acid synthase)";"Cluster_6";-0,65;1,3959;-0,7459;0,0582;1,6258;0,3924;0,331;-0,7756;-0,3796;-1,1718;0,4852;-2,0176;-1,4246;-1,59;-2,295;-2,0493;-1,6074;-1,5459;-1,6081;-1,6915;-1,9856;-1,5995;-0,6511;-1,6145;0,1638;-0,579;-0,6026;-1,1091;0,9586;-0,1855;-1,0124;-1,8464;-1,7425;-0,4653;-0,5295;-1,4338
"98238";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=98238"" target=""_blank"">Lrrc59</a>";"11";"leucine rich repeat containing 59";"Cluster_6";-0,3026;0,7987;-0,496;0,5435;1,7582;0,3327;-0,1234;-1,0968;0,0912;-0,6258;0,5542;-1,2825;-0,7696;-0,8139;-1,7172;-1,9747;-1,6932;-1,6432;-1,7827;-0,6551;-0,3734;-0,7439;-0,1882;-0,5216;1,7147;0,4084;-0,034;1,4382;1,1366;0,3976;0,6588;-1,5428;-0,7127;0,2587;-0,7427;-1,1998
"100494";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=100494"" target=""_blank"">Zfand2a</a>";"5";"zinc finger, AN1-type domain 2A";"Cluster_6";-0,5854;0,9884;-0,4029;-0,9253;0,0541;-0,8653;-0,8304;-3,5212;-0,9203;-1,9102;-1,4405;-0,2089;-1,7186;-2,8494;-2,2016;-1,2463;-2,5123;-1,5704;-2,0389;-1,5878;-1,3262;0,066;-0,6701;0,6043;-0,7989;1,022;-0,5981;0,0196;0,1008;-0,6622;-1,1963;-1,4653;-0,5876;-1,883;-0,8878;-1,26
"108960";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=108960"" target=""_blank"">Irak2</a>";"6";"interleukin-1 receptor-associated kinase 2";"Cluster_6";0,1918;0,3524;-0,5441;-0,0798;-0,3284;-0,9223;0,7964;-0,7233;-0,0329;-1,0506;-0,6574;-1,4488;-1,1008;-0,7826;-1,4152;-1,8207;-1,1028;-2,129;-1,2615;-1,8012;-1,4087;0,9948;0,836;0,8093;1,445;1,3716;1,1742;0,7804;0,7052;0,4558;-0,7704;-0,6972;1,0706;-0,3204;0,2339;0,0473
"110172";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=110172"" target=""_blank"">Slc35b1</a>";"11";"solute carrier family 35, member B1";"Cluster_6";-0,8473;0,3263;0,521;-0,2731;1,4232;-0,2311;0,724;0,1837;0,4812;-0,0573;0,6983;-1,5568;-1,5164;-0,9894;-1,8735;-1,3299;-1,506;-1,4921;-2,0383;-2,5817;-1,8518;-0,288;0,3498;0,2765;0,8496;-0,3131;0,8174;-0,6572;-0,7116;0,717;0,1377;-1,8011;-0,5517;0,258;0,0405;-0,2368
"171508";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=171508"" target=""_blank"">Creld1</a>";"6";"cysteine-rich with EGF-like domains 1";"Cluster_6";0,4081;0,2362;-0,6443;0,7815;0,7279;-0,9487;0,0889;-0,6364;0,7711;-0,7375;0,1164;-0,6003;-1,1359;-1,0239;-1,5699;-0,9886;-1,0854;-1,1577;-0,2533;-2,9373;-1,7588;-0,7466;-0,9535;-1,0982;0,5919;1,0964;-0,2176;0,7003;2,4736;0,4194;0,4585;0,6422;-1,2785;-0,5837;-0,3969;-0,6577
"223774";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=223774"" target=""_blank"">Alg12</a>";"15";"asparagine-linked glycosylation 12 (alpha-1,6-mannosyltransferase)";"Cluster_6";-0,5259;0,4977;0,0282;-0,7308;-0,1415;-0,8512;-0,6755;-1,2354;-0,2693;-2,5179;-1,369;-1,5861;-3,1017;-2,6392;-2,9604;-2,8832;-2,9617;-2,713;-2,5823;-2,8078;-2,6008;-1,7073;-1,8102;-1,3286;-0,6381;-0,4828;-1,0522;-0,7047;-0,0848;-1,0798;-1,5983;-1,9292;-2,131;-1,9948;-1,8236;-1,317
"226154";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=226154"" target=""_blank"">Lzts2</a>";"19";"leucine zipper, putative tumor suppressor 2";"Cluster_6";-0,3227;-0,6442;0,9669;1,1681;0,8805;-0,6172;-0,4216;-0,5392;0,503;0,18;-0,9366;-0,9677;-1,5533;-1,5291;-1,5179;-1,8374;-0,6232;-1,7635;-0,3227;-1,7039;-2,2018;0,5406;1,0557;-1,0444;0,6626;1,0257;0,6794;3e-04;0,9777;1,198;-0,9475;-0,3422;0,1951;-1,4093;-0,1439;0,3611
"320011";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=320011"" target=""_blank"">Uggt1</a>";"1";"UDP-glucose glycoprotein glucosyltransferase 1";"Cluster_6";-0,5066;1,5027;-0,9961;0,4334;0,4774;-0,2652;-0,5355;-0,9992;-0,4216;-1,3849;0,4208;-0,974;-1,399;-1,4522;-2,8163;-1,0851;-1,9775;-2,066;-0,7707;-1,0405;-2,0092;-0,9933;0,0981;-0,2259;0,8075;0,261;-0,3903;0,3135;1,859;-0,3714;0,4536;0,6155;-0,5392;0,261;-0,842;-0,4287
"11529";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=11529"" target=""_blank"">Adh7</a>";"3";"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide";"Cluster_7";0,1588;0,0793;-0,2382;-0,5577;-0,1212;-0,5608;-1,1522;-1,0838;-0,8408;-1,3055;-1,2077;-0,6464;0,3592;-0,6837;-1,2414;-0,1201;-1,0878;-0,574;-0,4186;1,824;0,2476;0,8846;1,4796;1,4612;0,4779;1,4663;0,696;0,4645;1,7448;0,8584;0,1654;2,7146;0,7327;0,8692;0,0324;0,6723
"11647";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=11647"" target=""_blank"">Alpl</a>";"4";"alkaline phosphatase, liver/bone/kidney";"Cluster_7";-0,3416;0,281;0,0606;-0,7927;0,0211;0,3383;-0,4568;-0,4989;0,3994;-0,0795;-0,0572;-1,0864;-0,4299;-0,4104;0,2647;1,0007;0,4453;0,3404;0,9074;0,4886;0,7061;0,1617;1,3514;0,2378;3,2311;1,5173;1,4854;2,1158;2,0493;2,9665;1,9942;1,2583;0,8776;1,4558;0,4877;0,9959
"12361";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=12361"" target=""_blank"">Cask</a>";"X";"calcium/calmodulin-dependent serine protein kinase (MAGUK family)";"Cluster_7";0,5449;0,9512;-1,4961;0,1339;0,2054;0,1232;-0,3147;0,1965;-0,1878;-0,3619;-0,0432;-0,528;-0,0097;0,1183;0,0984;0,2345;0,5826;-0,0375;-0,1018;1,9716;0,7374;1,1167;1,9319;0,9206;1,6295;1,9213;0,5564;2,1752;2,3267;1,8605;1,4658;3,5464;1,293;1,2311;0,495;0,471
"12492";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=12492"" target=""_blank"">Scarb2</a>";"5";"scavenger receptor class B, member 2";"Cluster_7";0,0489;-0,2408;0,1919;0,3091;-0,2301;-0,572;-1,7252;-0,8329;0,1217;-0,3877;0,4018;-0,1284;-1,228;0,0199;-1,2141;0,9883;-0,286;0,223;-0,5018;1,7077;-0,6334;-0,7715;0,6013;0,8015;2,0013;1,2427;0,9748;1,7495;0,099;0,9791;1,7376;2,2192;2,1008;0,8244;0,817;-0,4856
"13046";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=13046"" target=""_blank"">Celf1</a>";"2";"CUGBP, Elav-like family member 1";"Cluster_7";-0,0206;0,3483;-0,3277;0,1262;-0,0971;0,2662;0,3231;-0,4362;1,2806;-0,9281;-0,0436;-0,2368;-0,7184;-0,2984;-0,9874;0,4207;-0,2936;-1,037;0,2246;0,7204;-0,1675;1,153;1,3125;1,4321;1,2307;1,5827;1,2255;0,9998;2,0566;2,1278;-0,2159;2,2047;3,27;0,5198;0,822;1,2049
"13122";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=13122"" target=""_blank"">Cyp7a1</a>";"4";"cytochrome P450, family 7, subfamily a, polypeptide 1";"Cluster_7";-0,2649;-0,0723;0,3373;-0,5632;0,503;1,864;-1,5169;-1,1929;-0,572;-1,1161;-1,5424;0,4874;0,3354;-0,4997;0,3728;1,6225;1,1848;1,4094;0,6549;0,3043;0,5869;1,1135;1,6885;1,3802;0,8989;1,8475;1,6276;1,67;1,6369;1,647;0,9684;1,876;0,9864;0,4211;0,9571;1,3482
"14057";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=14057"" target=""_blank"">Sfxn1</a>";"13";"sideroflexin 1";"Cluster_7";-0,1602;-0,6809;0,8412;-0,3593;-1,7085;-0,0437;-1,0067;-1,1431;-1,4338;-0,8328;-0,793;-0,6985;-1,7985;-0,7469;-1,0459;-0,4221;-1,2228;-0,9247;-1,3589;0,864;0,3781;0,5303;0,0363;0,3683;0,1124;1,6942;0,45;1,301;0,0508;1,671;0,4114;1,9349;1,4424;-0,0984;0,4827;0,6902
"14263";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=14263"" target=""_blank"">Fmo5</a>";"3";"flavin containing monooxygenase 5";"Cluster_7";0,0134;-0,2764;0,2629;-0,5742;-0,6179;-0,0427;-0,9455;-1,2038;-0,9165;-0,8054;-1,4052;-0,9927;-1,3035;-1,2538;-1,1812;0,2376;-0,7663;0,0093;-0,8748;-1,0963;0,8793;0,9563;1,1229;1,4897;1,2905;1,0678;1,3241;1,1987;0,4569;2,0098;0,6151;0,7998;1,4207;1,0101;0,1855;0,905
"14605";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=14605"" target=""_blank"">Tsc22d3</a>";"X";"TSC22 domain family, member 3";"Cluster_7";-0,2169;-0,0091;0,226;-0,4211;0,2007;-0,3065;-0,7591;-1,3945;-0,2639;-1,2375;-1,753;-1,4126;-0,9735;-1,3862;-1,1372;0,0823;-0,1904;0,2817;-0,2595;-0,4674;0,6464;1,2204;1,4903;1,3078;1,1755;1,0104;1,8683;1,2896;0,2043;1,7659;0,6915;-0,1966;1,3888;0,7684;1,0236;0,9753
"15378";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=15378"" target=""_blank"">Hnf4a</a>";"2";"hepatic nuclear factor 4, alpha";"Cluster_7";0,3426;-0,51;0,1674;-0,0345;-0,6581;-0,6129;-0,4123;-0,6506;-0,849;0,1353;-1,0076;-1,4109;0,3169;-0,3509;-1,3536;0,7482;-0,0951;-0,1967;-0,1646;1,7103;0,1353;1,1809;1,9402;2,288;1,6132;1,6435;2,0459;1,7103;-0,325;0,194;0,1759;1,0689;0,6836;1,4429;0,0847;-0,4616
"16438";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=16438"" target=""_blank"">Itpr1</a>";"6";"inositol 1,4,5-trisphosphate receptor 1";"Cluster_7";-0,041;-0,1213;0,1623;0,6614;0,0206;0,6091;0,3087;-0,2515;0,3777;-0,0169;0,2344;0,1297;-0,1773;-0,0251;0,0029;0,6091;0,0124;0,3379;1,9575;3,1826;1,1864;2,0007;1,452;1,8185;1,9279;1,8299;2,0737;2,8815;1,7696;2,0433;1,0195;1,995;2,9437;1,087;0,2526;0,6733
"18113";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=18113"" target=""_blank"">Nnmt</a>";"9";"nicotinamide N-methyltransferase";"Cluster_7";-0,2321;-0,0678;0,2999;-0,7798;0,0523;0,0873;0,2497;-0,8184;0,5255;-0,7753;-0,6296;-0,2368;-0,2254;-1,039;-1,0582;0,2639;-0,3262;-0,2511;-0,2427;1,9991;0,4891;1,0261;0,5148;1,4183;1,6507;1,901;1,8071;1,3169;1,1172;1,929;0,2622;2,9384;1,9285;0,3082;0,394;0,9145
"18226";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=18226"" target=""_blank"">Nup62</a>";"7";"nucleoporin 62";"Cluster_7";0,7026;-0,4071;-0,2955;-0,3351;-0,1779;-1,3876;0,1829;-1,6081;-1,0351;-1,2864;-1,2374;-0,5567;-1,0351;-2,2806;-2,0859;-0,9369;-2,4286;-2,1114;-2,3967;-0,9313;-0,7728;-0,5174;-0,4619;-0,5174;0,0165;1,0084;0,1938;1,0556;0,3173;1,0722;-0,6961;0,7842;0,811;0,4355;-0,0065;-0,3155
"18263";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=18263"" target=""_blank"">Odc1</a>";"12";"ornithine decarboxylase, structural 1";"Cluster_7";-0,3325;0,5278;-0,1953;-1,1776;-0,5967;-0,8668;-0,9112;-1,442;-0,4151;-1,644;-0,516;-1,4678;-2,0947;-1,9515;-2,0312;-1,1692;-1,2256;-1,4234;-1,5683;-1,4656;-0,5782;-0,3198;-0,2018;0,5111;1,0189;0,6467;0,0756;0,8537;0,9536;1,0499;0,881;1,2008;0,1488;0,8759;-0,1953;0,308
"19885";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=19885"" target=""_blank"">Rorc</a>";"3";"RAR-related orphan receptor gamma";"Cluster_7";0,1147;-0,3747;0,2601;-0,5041;-1,2728;-0,3787;-1,0198;-1,3813;-1,2822;-1,3415;-1,6249;-1,1686;-1,3298;-1,1716;-1,3908;-0,8002;-0,8886;-1,0861;-0,4148;-1,0815;-0,7264;0,0059;-0,1866;-0,1961;0,6551;0,8033;0,6257;0,7397;0,8675;1,1458;1,421;1,2041;1,7527;0,8586;1,1754;1,1408
"20648";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=20648"" target=""_blank"">Snta1</a>";"2";"syntrophin, acidic 1";"Cluster_7";0,0753;-0,563;0,4877;-0,518;-0,9218;0,0207;-1,0213;-1,2813;0,1262;-0,3278;-0,5787;-0,3215;0,024;-1,1127;-0,9606;0,283;-1,0946;0,0223;0,1192;-0,6821;-0,1165;0,0914;-0,1438;0,3626;1,2729;1,1693;1,6208;2,2439;-0,2509;2,4962;1,8757;-0,5735;1,0372;1,9551;-0,1062;1,1043
"20714";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=20714"" target=""_blank"">Serpina3k</a>";"12";"serine (or cysteine) peptidase inhibitor, clade A, member 3K";"Cluster_7";0,6161;0,0412;-0,6573;-0,6215;-0,9903;0,0891;-0,4625;-1,5469;-1,2402;-1,9368;-0,8842;-1,0715;-1,5068;-1,564;-2,8728;-0,7348;-2,5119;-2,196;0,2738;-0,2435;-0,3352;0,3857;0,1915;0,6781;0,5629;0,9188;-0,1707;0,1476;1,7413;-0,3327;-0,4302;0,5186;-0,0777;0,1672;-0,1458;-0,1616
"20787";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=20787"" target=""_blank"">Srebf1</a>";"11";"sterol regulatory element binding transcription factor 1";"Cluster_7";-0,747;-0,1292;0,8763;-0,4942;-0,9324;0,5657;-1,9596;-2,6709;-1,9704;-1,2566;-2,1116;-2,106;-1,5358;-1,5145;-1,091;-1,0334;-1,0164;-1,1336;-1,2371;-2,1233;-0,8812;0,1358;-0,5645;-0,8548;1,1262;-0,2661;0,687;0,9407;-0,1197;0,593;0,6641;-0,1638;-0,3468;0,0628;-0,8349;0,4103
"20815";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=20815"" target=""_blank"">Srpk1</a>";"17";"serine/arginine-rich protein specific kinase 1";"Cluster_7";-0,1152;-0,0755;0,1907;0,8137;-0,7122;-1,3129;-0,748;-0,7509;-0,5997;-1,1273;-0,3697;-0,3697;-0,6408;-0,3388;-1,4273;-0,7269;-1,2755;-0,6879;-0,8904;0,3736;0,655;1,59;0,8873;0,8258;2,0558;1,5621;0,9606;1,31;0,6708;1,2523;0,8838;1,9111;0,7518;1,0547;-0,1582;1,5363
"21835";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=21835"" target=""_blank"">Thrsp</a>";"7";"thyroid hormone responsive";"Cluster_7";0,1518;-0,4547;0,303;0,1484;-0,7505;1,5142;-0,5524;-1,2707;-0,762;-1,2577;-1,2729;-1,0099;-0,7309;-0,4673;-1,2666;0,2305;-0,1155;0,4245;0,184;-1,1627;0,858;1,5716;1,3759;1,2774;1,3419;1,7325;1,6045;1,6221;0,686;1,3577;0,967;-0,7505;0,3229;1,2229;0,1855;0,8555
"21877";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=21877"" target=""_blank"">Tk1</a>";"11";"thymidine kinase 1";"Cluster_7";0,0597;-1,0425;0,9828;-0,7145;-0,7461;-0,402;-0,5197;-1,4534;-0,8607;-0,3542;-1,0745;-1,1679;-0,035;0,0582;0,3748;0,3998;-0,0553;0,2044;0,26;-2,611;1,0162;0,4599;0,1896;0,0841;0,6604;0,6675;1,8975;1,34;0,1411;1,4831;1,1754;1,0686;2,587;0,5404;-0,0833;0,1273
