"";"Symbol";"Type";"Title";"Cluster";"Breast_GSM133995";"Breast_GSM134000";"Breast_GSM134005";"Breast_GSM134010";"Breast_GSM134015";"CNS_GSM134020";"CNS_GSM134025";"CNS_GSM134030";"CNS_GSM134035";"CNS_GSM134040";"CNS_GSM134045";"Colon_GSM134050";"Colon_GSM134055";"Colon_GSM134060";"Colon_GSM134065";"Colon_GSM134070";"Colon_GSM134075";"Colon_GSM134080";"Blood_GSM134085";"Blood_GSM134090";"Blood_GSM134095";"Blood_GSM134100";"Blood_GSM134105";"Blood_GSM134110";"Skin_GSM134115";"Skin_GSM134120";"Skin_GSM134125";"Skin_GSM134130";"Skin_GSM134135";"Skin_GSM134140";"Skin_GSM134145";"Skin_GSM134150";"Skin_GSM134155";"Skin_GSM134160";"Lung_GSM134165";"Lung_GSM134170";"Lung_GSM134175";"Lung_GSM134180";"Lung_GSM134185";"Lung_GSM134190";"Lung_GSM134195";"Lung_GSM134200";"Lung_GSM134209";"Ovary_GSM134214";"Ovary_GSM134219";"Ovary_GSM134224";"Ovary_GSM134229";"Ovary_GSM134234";"Ovary_GSM134239";"Ovary_GSM134244";"Prostate_GSM134249";"Prostate_GSM134254";"Kidney_GSM134259";"Kidney_GSM134264";"Kidney_GSM134269";"Kidney_GSM134274";"Kidney_GSM134279";"Kidney_GSM134284";"Kidney_GSM134289";"Kidney_GSM134294"
"2020";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2020"" target=""_blank"">EN2</a>";"protein-coding";"engrailed homeobox 2";"Cluster_7";0,3101;0,1804;-0,5981;-0,5332;-0,4684;-0,2954;0,3966;-0,3494;-0,2737;-0,49;-0,6738;-0,9008;0,721;-0,3494;0,3534;-0,2629;-0,2413;3,6187;-0,2954;-0,7278;-0,5657;-0,2737;-0,4251;-0,5116;-0,544;4,3431;1,5644;1,7374;0,2669;0,5372;2,4618;-0,0467;0,9481;0,8832;0,0939;0,1912;-0,6414;-0,5224;-0,6738;-0,317;-0,49;-0,49;-0,2954;-0,3278;-0,49;-0,4792;-0,7387;-0,3602;-0,2521;-0,7927;-0,5008;-0,2305;-0,6954;1,3481;-0,3386;-0,2737;-0,3927;-0,4792;-0,5981;-0,7495
"2118";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2118"" target=""_blank"">ETV4</a>";"protein-coding";"ets variant 4";"Cluster_7";-0,9431;0,3382;-1,23;-0,8284;-0,8666;-0,5606;-1,3638;-1,6124;-0,5033;-0,924;-1,077;0,319;0,0896;0,625;-0,3312;0,8736;0,4147;1,1987;-0,924;-0,0443;0,3573;-0,7901;-0,1782;-0,8666;0,1087;2,786;0,2999;1,4091;1,4282;1,8489;0,7398;2,0784;1,1796;0,9501;-0,159;-0,4077;1,3135;-0,0443;-0,6371;0,3382;-0,0826;1,9637;1,9446;0,0896;-0,3312;-1,1726;0,5294;-0,3503;-1,1344;0,0896;0,9501;-0,0443;-1,0005;-0,9049;-0,8666;-1,0005;-0,771;-0,6945;-0,6945;-0,924
"2173";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2173"" target=""_blank"">FABP7</a>";"protein-coding";"fatty acid binding protein 7, brain";"Cluster_7";-0,2641;-0,5146;-0,4918;-0,4311;-0,5449;-0,3931;-0,4994;-0,6285;3,2129;1,6414;3,0458;-0,4311;-0,3779;-0,4614;-0,6588;-0,469;-0,2261;-0,4538;-0,2413;-0,4083;-0,3172;0,1079;0,3129;-0,3172;-0,4766;0,8443;-0,4387;1,2922;1,5807;1,8843;1,9223;3,3571;1,4061;0,8519;-0,4159;-0,4538;-0,6512;-0,6436;-0,4083;-0,2109;-0,4994;-0,4994;-0,1046;-0,4994;-0,6285;-0,4463;-0,6436;-0,6057;-0,6285;-0,5905;-0,3703;-0,4159;-0,4614;-0,4538;-0,4083;-0,4083;-0,5146;-0,4614;-0,4614;-0,5298
"2315";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2315"" target=""_blank"">MLANA</a>";"protein-coding";"melan-A";"Cluster_7";-0,0701;-0,4268;-0,3951;-0,4744;-0,4031;-0,3476;-0,4348;-0,4665;-0,1336;-0,5061;-0,3634;-0,3872;-0,5061;-0,4268;-0,4189;-0,3634;-0,3159;-0,3238;-0,3951;-0,3793;-0,4585;-0,3159;-0,3317;-0,2921;-0,4031;3,2748;1,42;1,856;3,2193;2,609;3,7266;0,9603;1,103;1,309;-0,3634;-0,4268;-0,4665;-0,5061;-0,4585;-0,3555;-0,5537;-0,3555;-0,1177;-0,4268;-0,3476;-0,3951;-0,2921;-0,3951;-0,514;-0,411;-0,4902;-0,4189;-0,2842;-0,4585;-0,3951;-0,3159;-0,2683;-0,4031;-0,4348;-0,2842
"2705";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2705"" target=""_blank"">GJB1</a>";"protein-coding";"gap junction protein, beta 1, 32kDa";"Cluster_7";-0,1493;-0,695;-0,5057;-0,3497;-0,2049;-0,8064;-0,5614;-0,4723;-0,049;-0,3163;-0,4834;1,5104;-0,3275;-0,3386;-0,3497;-0,3275;-0,4054;1,4547;-0,1493;-0,3497;-0,7507;-0,1604;-0,2384;-0,2495;-0,6393;2,8692;1,0203;2,3012;2,4014;2,9695;1,1317;2,2121;1,5438;2,3235;-0,3497;-0,3609;-0,9067;-0,695;-0,8176;-0,5948;-0,6282;-0,4166;-0,1938;-0,6059;-0,4723;-0,4277;-0,695;-0,695;-0,3386;-0,6393;-0,4166;-0,45;-0,2606;-0,3609;-0,5836;-0,3832;-0,3386;-0,5391;-0,2606;-0,4277
"2766";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2766"" target=""_blank"">GMPR</a>";"protein-coding";"guanosine monophosphate reductase";"Cluster_7";-0,2175;0,5413;-0,4107;-0,5073;-0,4521;-0,2175;0,9138;-0,6315;0,6931;-0,5211;0,1688;-0,9488;-0,7418;0,7759;-0,1348;-0,4797;-0,3417;-0,1623;-0,9626;-0,6177;1,6451;-0,5625;0,4033;-0,8108;-0,728;3,9493;1,9073;1,5347;3,287;2,2522;1,383;-0,6867;0,4447;0,4447;-0,5487;-1,0178;-0,1623;-0,7142;-0,6591;-0,6315;-0,5211;-0,866;-0,3555;-0,8798;-0,2727;0,1274;-0,2037;-0,2175;-0,5901;-0,4107;-0,1623;0,5137;-0,728;-0,728;-0,5211;-0,0382;-0,3831;-0,3279;-0,3969;0,4861
"2934";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2934"" target=""_blank"">GSN</a>";"protein-coding";"gelsolin";"Cluster_7";-0,7577;-0,5278;-0,4644;-0,2742;1,509;-0,6071;0,019;0,5659;-0,2504;1,7547;-0,3376;1,5169;-0,4724;-0,0206;-0,4565;0,0349;-0,2029;-0,9399;-1,4234;1,184;-1,3124;-1,2411;-1,5819;-1,7246;0,6213;2,5868;1,9766;1,0414;2,571;0,4787;1,081;1,8339;1,6833;1,5724;-0,6784;-0,1236;-0,6071;0,7561;-0,718;-0,2267;0,3757;-0,9003;-0,4089;-0,4882;0,0349;0,0269;-0,3455;-0,084;-0,4089;-0,4089;-0,2267;-0,3852;-0,7339;-0,4406;-0,9875;-0,6863;-0,2187;-0,6546;-0,4803;-0,4169
"2995";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2995"" target=""_blank"">GYPC</a>";"protein-coding";"glycophorin C (Gerbich blood group)";"Cluster_7";-0,4758;-0,6199;0,4968;-0,0165;-0,5119;-0,656;0,2717;-0,2147;-0,4488;-0,2597;-0,719;-0,8271;-0,5659;-0,5299;-0,647;-0,683;-0,719;-0,7911;1,2083;0,4338;1,9198;-0,4668;-0,4128;0,4068;-1,0883;2,0369;1,6046;1,8478;2,6584;1,9018;2,5863;1,5956;1,6587;2,0279;-0,6019;-0,2237;-0,1246;-0,3497;-0,1786;-0,701;-0,7911;-0,8181;-0,5929;-0,674;-0,5389;-0,6289;-0,6199;-0,8991;-0,8541;-0,9622;-0,4578;-0,719;0,1366;-0,5389;-0,4308;-0,4938;0,686;-0,755;0,1546;-0,0255
"3679";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3679"" target=""_blank"">ITGA7</a>";"protein-coding";"integrin, alpha 7";"Cluster_7";0,2329;-0,7592;-0,519;-0,4354;-0,237;0,6714;-0,1744;-0,4668;0,9429;2,9374;1,2144;-0,4354;-0,1848;0,1702;-0,3623;-0,6547;-0,2997;1,0578;-0,5085;-0,6234;-0,6234;-0,6234;-0,331;-0,4563;-0,7174;3,9295;0,2746;1,0787;1,7783;1,2771;3,6684;-0,4146;-0,3206;-0,3832;-0,4877;-0,7278;-0,5921;0,9116;-0,7278;-0,2475;-0,4668;-0,5608;-0,0386;-0,7487;-0,2057;-0,3206;-0,7278;0,0345;-0,4772;-0,0386;-0,613;-0,4041;-0,4668;-0,3623;-0,1744;-0,3101;-0,6234;-0,4772;-0,4146;-0,4354
"4286";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4286"" target=""_blank"">MITF</a>";"protein-coding";"microphthalmia-associated transcription factor";"Cluster_7";-0,4737;-0,5932;-0,468;-0,3941;-0,7752;-0,6159;-0,0642;-0,4908;-0,3088;0,078;-0,5192;-0,8321;-0,8662;-0,8776;-0,8776;-1,1449;-0,9288;-1,088;-0,9231;-0,7126;0,1633;-0,9857;-0,0471;-0,8491;-0,7866;2,3988;2,2054;1,4944;2,1769;2,4102;2,3817;1,5399;2,0291;1,9494;0,1008;-0,8491;0,2032;0,3681;-0,8036;-0,8207;-0,815;-0,4794;-0,4624;0,7378;-0,542;0,1122;-0,1779;-0,468;0,3283;-0,8946;-0,2291;0,1975;0,2544;0,5388;0,152;0,1065;-0,2064;-0,4453;-0,0983;0,9881
"4435";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4435"" target=""_blank"">CITED1</a>";"protein-coding";"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 1";"Cluster_7";0,2867;-0,7218;-0,6055;-0,4697;0,0346;-0,6055;-0,8188;-0,6055;0,2867;-0,1012;-0,3533;-0,683;-0,3339;-0,1206;-0,14;-0,4309;0,5583;0,2867;-0,5861;-0,1594;0,2091;-0,1206;0,3449;-0,2563;-0,6636;2,0711;1,1983;4,4179;1,9935;2,7499;1,1401;1,4698;0,6746;1,6056;-0,2757;-0,8382;-0,974;-0,683;-0,9546;-0,2175;-0,6636;-0,2757;1,4698;-0,974;-0,4115;-0,3339;-0,4697;-0,8964;-0,4503;-0,5667;-0,6055;-0,4115;-0,1012;-0,4309;-0,7606;-0,3727;-0,3921;-0,4503;-0,0042;-0,5085
"4773";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4773"" target=""_blank"">NFATC2</a>";"protein-coding";"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2";"Cluster_7";-0,261;0,2229;-0,4836;-0,5804;-0,261;-0,6771;-0,6288;0,3584;-0,4642;-0,2997;-0,6094;-0,7836;-0,5416;-0,4545;-0,6771;-0,4158;-0,3965;-0,2707;1,2585;1,2972;0,4068;0,5616;-0,2126;-0,5513;1,4327;2,023;3,6683;0,9294;1,5875;-0,7062;-0,4933;2,6811;2,536;2,4876;-0,5804;-0,7739;-0,59;-0,59;-0,8126;-0,5416;-0,4933;-0,4545;-0,6578;-0,5707;-0,3965;-0,3481;-0,2029;-0,3481;-0,7352;-0,3674;0,1261;0,2229;-0,232;-0,5126;-0,0674;-0,7546;-0,5126;-0,261;-0,7255;-0,5029
"4935";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4935"" target=""_blank"">GPR143</a>";"protein-coding";"G protein-coupled receptor 143";"Cluster_7";0,4054;-0,523;-0,5602;-0,5354;-0,0898;-0,4611;-0,6592;-0,523;0,3188;-0,424;-0,6592;-0,6964;-0,4116;-0,3869;-0,4364;-0,5602;-0,2383;-0,065;-0,3126;-0,4983;-0,6964;-0,3621;-0,1516;-0,4859;-0,7335;2,9185;1,6186;0,1578;2,1138;2,9309;3,9831;-0,523;1,9034;1,6063;-0,3002;-0,4364;-0,9068;-0,3992;-0,7582;-0,6592;-0,1764;-0,5354;-0,0279;-0,4488;-0,2383;0,1207;-0,3869;0,0588;-0,2135;0,294;-0,3002;-0,424;-0,3126;-0,3992;-0,4611;-0,523;-0,5478;-0,5973;1,3091;0,3064
"5176";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5176"" target=""_blank"">SERPINF1</a>";"protein-coding";"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1";"Cluster_7";-0,5943;-0,5029;-0,5943;-0,5577;0,32;-0,9052;-0,8686;-0,5212;0,2103;-0,4846;-0,6492;-0,2286;-0,5394;-0,2103;-0,5212;-0,4846;-0,2651;2,5875;0,2834;-0,192;1,1612;0,32;1,0149;-0,0274;-0,9234;2,1486;0,0091;-0,2834;0,0823;2,6241;3,7761;3,1909;1,3806;0,4114;-0,2286;-0,5943;-0,7954;-0,5394;-0,6309;-0,4297;-0,8137;-0,5029;-0,064;0,448;-0,3749;-0,3566;-0,0274;-0,7589;-0,32;-0,3383;-0,448;-0,6126;-0,4846;-0,4663;-0,3017;-0,32;-0,0274;-0,4846;-0,1554;-0,5394
"5354";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5354"" target=""_blank"">PLP1</a>";"protein-coding";"proteolipid protein 1";"Cluster_7";-0,4795;-0,5146;-0,5246;-0,2492;-0,3493;-0,4795;-0,4845;-0,5046;-0,3493;2,0196;-0,3593;-0,4244;-0,4445;-0,4395;-0,3894;-0,3744;-0,2942;-0,4645;-0,3694;-0,4946;-0,4595;-0,3944;-0,4695;-0,4194;-0,4695;2,28;2,0346;2,3651;2,1248;2,1097;1,8743;2,265;2,5404;2,4102;-0,4395;-0,3744;-0,5697;-0,4545;-0,4745;-0,5246;-0,6598;-0,4495;-0,4595;-0,5346;-0,5296;-0,4144;-0,3744;-0,5146;-0,4445;-0,3243;-0,4896;-0,2792;-0,3794;-0,6548;-0,4745;-0,6047;-0,4395;-0,4144;-0,1991;-0,3443
"5375";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5375"" target=""_blank"">PMP2</a>";"protein-coding";"peripheral myelin protein 2";"Cluster_7";-0,5717;-0,5544;-0,2784;0,1875;-0,2439;-0,3819;-0,3474;0,1012;-0,2611;1,3608;-0,4682;-0,1748;-0,4337;-0,0368;0,6016;-0,4682;-0,1576;-0,4164;-0,1921;-0,1231;-0,2439;-0,3129;-0,4337;-0,4854;-0,4337;4,1732;-0,2956;3,138;3,7936;1,9129;-0,1576;1,6886;-0,3474;-0,1231;-0,0713;-0,8995;0,0667;-0,2956;-0,8995;-0,5372;-0,934;-0,4164;-0,5544;-0,0713;-0,3819;-0,2439;-0,1058;-0,7097;-0,4164;-0,3819;-0,3991;-0,4854;0,1185;-0,4337;-0,1748;0,1702;-0,0713;-0,6752;-0,0713;-0,1403
"5435";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5435"" target=""_blank"">POLR2F</a>";"protein-coding";"polymerase (RNA) II (DNA directed) polypeptide F";"Cluster_7";-0,6291;-0,3764;-0,1238;0,4657;-0,9154;-0,7301;0,7689;-0,5112;-0,9659;-0,9322;-0,2585;-0,4943;0,1794;-0,0733;0,0783;-0,5617;-0,3596;0,2467;0,3141;-0,0227;0,3141;0,9036;0,1794;0,5162;-0,9828;0,5668;0,0446;3,4132;1,1057;0,9878;0,7352;3,1774;2,2679;2,0489;-0,3259;0,0783;0,4489;-0,0564;-0,8143;-0,0227;-0,0733;-1,3702;-0,2585;0,432;-0,2417;-0,0059;-1,387;0,5499;-0,1743;0,2636;-0,0564;-0,7301;0,331;-1,168;-0,9659;-0,7807;-0,5112;-0,747;-2,6502;-0,1406
"5580";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5580"" target=""_blank"">PRKCD</a>";"protein-coding";"protein kinase C, delta";"Cluster_7";-0,3347;0,6562;-0,4007;-0,9622;-0,0209;-1,4577;-0,8797;-0,4173;-0,4503;-1,1769;-0,5989;-0,0539;-0,1035;0,2598;-0,7145;0,7883;-0,6154;-0,1365;-0,9622;2,8361;-0,4503;-0,9953;-0,2191;-0,2851;-0,3017;1,9938;1,2342;0,9204;1,3333;0,9865;1,1186;3,1168;2,1425;2,5718;-0,7806;-0,8466;-0,3677;0,4415;-1,0283;-1,276;-0,2356;-0,9787;-0,4338;-0,4173;-0,5494;0,1442;-0,7971;0,2433;-0,6319;-0,153;0,1112;-0,2356;0,1442;-0,2851;-0,0539;-1,0613;-0,0705;-0,3182;0,425;0,5901
"5627";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5627"" target=""_blank"">PROS1</a>";"protein-coding";"protein S (alpha)";"Cluster_7";-1,0793;-0,6356;-0,738;-1,0793;-0,7721;0,2346;-0,6356;-0,6015;-0,4138;0,4735;-0,7551;2,5382;-0,7551;-0,4308;0,1152;0,2005;-0,3797;-0,2602;-1,7789;-1,011;0,7295;-1,0622;-0,8745;0,3882;-0,8404;2,4529;0,7977;1,3437;2,3675;1,7362;1,4632;0,4394;1,7191;1,958;-0,209;-0,1408;-1,2328;1,412;-0,9939;0,5247;-0,6527;0,1493;-0,2773;-0,3114;-0,8574;-0,8916;-0,7892;0,0128;-0,9939;0,3029;-0,6868;0,5759;-0,9769;0,7465;0,883;-0,1066;-0,2943;0,064;-0,4479;0,337
"5660";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5660"" target=""_blank"">PSAP</a>";"protein-coding";"prosaposin";"Cluster_7";-1,3024;-1,0427;-1,1812;-0,0038;-0,9734;-0,8868;-0,4366;-0,679;-0,4366;-0,0384;0,2213;1,797;0,0136;-0,7483;-1,1292;-0,6271;-0,1596;-1,6314;0,0828;-1,4063;-0,5059;1,1564;-1,06;-2,4971;-0,402;2,0567;1,4334;1,4161;2,0394;2,0048;1,6758;0,3599;0,8101;0,585;-0,2288;-0,4539;-0,073;1,6758;1,4334;0,8793;0,1521;-0,3327;-0,7829;0,3425;0,3079;-0,4713;-0,3327;-0,5405;0,0136;-1,2851;-0,1596;0,0136;-0,9561;0,3945;1,0871;0,3079;0,5157;-0,7137;0,4464;0,256
"5834";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5834"" target=""_blank"">PYGB</a>";"protein-coding";"phosphorylase, glycogen; brain";"Cluster_7";-0,5114;-0,8003;-0,9193;-0,4604;-0,8173;-0,3924;-0,3074;-0,4094;0,3895;1,4264;0,5255;0,1346;-0,6644;-0,4944;-1,4463;1,0185;2,7523;-0,1884;-0,7833;-1,0383;-1,5313;-0,8343;-1,2933;-0,5114;-0,8683;1,5454;1,4094;1,8684;2,9903;0,0156;1,5454;0,1686;1,7154;1,5284;0,1176;0,1006;0,0326;0,2536;-0,3584;-0,1884;-0,3584;1,5794;-0,1374;-0,3754;-0,3924;-0,9363;0,5935;-1,6843;0,1346;-0,4094;0,6955;-0,2734;-0,9873;0,0496;-0,2054;-0,2224;-0,2904;-0,8853;-0,3244;-0,2904
"5860";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5860"" target=""_blank"">QDPR</a>";"protein-coding";"quinoid dihydropteridine reductase";"Cluster_7";-1,6513;0,6079;-0,955;-1,5275;-0,9859;-0,6455;0,3758;-1,6668;0,221;-0,8467;-0,63;0,2365;0,0972;0,3293;-0,2741;-0,9395;-0,1039;0,7317;-0,7848;0,0663;0,4067;1,103;-0,1658;-0,2277;-0,5217;2,5576;1,2887;2,2017;2,4338;-0,042;1,2113;1,6601;1,722;1,8303;0,2365;-1,1097;0,6079;-0,3825;-1,3573;-0,5372;0,6233;0,1127;-0,3979;-1,5894;0,2055;-0,7693;-1,1716;-0,0266;0,0818;0,221;-0,5836;-0,0266;-0,4134;-1,1097;0,1282;1,1804;-0,924;-0,4134;-0,2587;0,5614
"5973";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5973"" target=""_blank"">RENBP</a>";"protein-coding";"renin binding protein";"Cluster_7";-0,139;-0,846;-0,7728;0,1658;0,1658;-0,7484;-0,6387;-0,6022;-0,1633;-0,2974;-0,5534;-0,5656;0,4705;-0,3096;-0,3828;-0,334;-0,0293;-0,3828;0,0805;0,2999;0,178;0,4827;0,0317;-0,2974;-0,2243;2,9938;1,4213;1,9455;-0,6509;-0,1877;4,3468;1,8114;1,7382;2,8597;-0,0902;-0,2609;-0,6753;-0,0293;-0,59;-0,6753;-0,3462;-0,3096;-0,4681;-0,3949;-0,1999;-0,5412;-0,4803;-1,0044;-0,6144;-0,4315;-0,4193;-0,3096;-0,4071;-0,4071;-0,59;-0,1268;-0,4437;-0,59;-0,1024;-0,3584
"6271";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6271"" target=""_blank"">S100A1</a>";"protein-coding";"S100 calcium binding protein A1";"Cluster_7";-0,2785;-0,6926;-0,5797;-0,5859;0,2673;-0,6299;-0,4291;-0,4668;-0,2785;-0,3789;-0,542;-0,4354;-0,5671;-0,4668;-0,5671;-0,5358;-0,3225;-0,4228;-0,5232;-0,5546;-0,2597;-0,4668;-0,0715;-0,4291;-0,5797;3,1092;1,7729;2,1242;2,325;1,6851;2,3814;2,3124;2,3752;2,4881;-0,4605;-0,3726;-0,6801;-0,4793;-0,5671;-0,2723;-0,4605;-0,4542;-0,4228;0,2233;0,2673;-0,0276;-0,5044;-0,4793;-0,3162;-0,3601;-0,4228;-0,5483;-0,6048;-0,5232;-0,2472;-0,2974;-0,3225;-0,5358;-0,4103;-0,4981
"6285";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6285"" target=""_blank"">S100B</a>";"protein-coding";"S100 calcium binding protein B";"Cluster_7";1,5549;-0,6873;-0,6873;-0,4257;-0,0707;-0,8555;-0,5191;-0,5378;1,3681;0,5459;-0,4444;-0,5191;-0,407;-0,4257;-0,4818;-0,5004;-0,1828;-0,351;-0,6312;-0,1267;-0,5752;-0,1454;0,2096;-0,5004;-0,6686;4,4511;2,7507;1,966;2,1715;0,4338;1,6483;1,0504;1,2186;0,7701;-0,0707;-0,9115;-0,4444;-0,4631;-0,9489;-0,6499;-0,3697;-0,7994;0,6767;-0,6686;0,0788;-0,5004;-0,1267;-0,706;-0,3883;-0,2762;-0,351;-0,6126;-0,2389;-0,6499;-0,351;-0,4444;-0,4631;-0,2202;-0,0894;-0,407
"6446";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6446"" target=""_blank"">SGK1</a>";"protein-coding";"serum/glucocorticoid regulated kinase 1";"Cluster_7";-0,3196;-0,4491;-0,0175;0,1407;-0,4491;-0,0463;-0,2477;0,9751;-0,2908;-0,1614;-0,4778;-0,7224;-0,8087;-0,9813;-0,9094;-0,3915;-0,4059;-0,4347;-0,7799;-0,6073;-0,8806;-0,9957;0,0832;-0,6792;0,4428;2,2122;1,4786;0,5291;2,9603;2,1259;1,6656;2,5719;0,9463;1,1046;-0,6361;0,1839;-0,7943;-0,6505;1,9677;1,5073;-0,7799;-0,3052;-0,6361;-0,4922;-0,4922;-0,2045;-0,7224;-0,6648;-0,7943;-0,4922;-0,9382;-0,8806;-0,5929;-0,5641;0,3565;-0,7943;-0,3915;1,9245;-0,1038;-0,1901
"6480";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6480"" target=""_blank"">ST6GAL1</a>";"protein-coding";"ST6 beta-galactosamide alpha-2,6-sialyltranferase 1";"Cluster_7";-0,9114;-0,5786;-0,8049;-0,1793;0,047;-0,552;-0,9114;-0,6984;-0,6319;0,7925;-0,4455;-0,2458;-0,7783;-0,1127;-0,6851;-0,6984;-0,4189;-0,0861;0,2733;0,9389;1,8841;0,6461;-0,0195;-0,4455;-1,0978;0,8058;1,4714;1,9773;3,2552;0,7526;0,1802;2,4831;2,9623;2,4299;-0,7916;-0,7251;-0,6718;-0,4721;-0,2458;-0,3257;-0,4455;-0,0595;-0,1526;-0,3923;-0,1127;-0,7117;0,5263;-0,7251;-0,6319;-0,4988;0,1003;-0,3656;-0,5653;-0,5254;-0,4988;-1,0978;-0,1393;-0,6052;-0,6585;0,1935
"6490";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6490"" target=""_blank"">PMEL</a>";"protein-coding";"premelanosome protein";"Cluster_7";-0,1017;-0,3832;-0,4332;-0,3206;-0,058;-0,4895;-0,3957;-0,3957;0,0796;-0,3894;-0,4082;-0,5333;-0,3457;-0,2894;-0,2956;-0,2956;-0,2831;-0,3206;-0,3769;-0,2706;-0,427;-0,3019;-0,2456;-0,2331;-0,4958;3,9011;1,8934;1,9497;3,0755;2,9066;3,4758;-0,402;-0,1518;-0,108;-0,3081;-0,3894;-0,6709;-0,3769;-0,4708;-0,3519;-0,2769;-0,4145;0,0484;-0,3644;-0,3144;-0,1893;-0,2769;-0,452;-0,3707;-0,3707;-0,3582;-0,1956;-0,2331;-0,2581;-0,2393;-0,2769;-0,402;-0,3269;-0,3457;-0,3457
"6509";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6509"" target=""_blank"">SLC1A4</a>";"protein-coding";"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4";"Cluster_7";-0,4385;-0,4988;1,1297;-0,5471;-0,4988;0,6955;-0,3541;-0,3179;-0,2696;-0,5591;-0,2214;1,0453;-0,8728;-0,921;-0,3661;-0,8607;-0,4626;-0,2576;0,5266;0,1767;-0,2093;-0,0042;1,0574;-0,535;-0,9452;1,6364;1,4675;1,8536;2,5774;3,5666;1,3348;2,2396;1,7691;1,7088;-0,4506;-0,3058;-0,5953;-0,4385;-0,523;-0,4506;-0,8607;-0,161;-0,1369;-0,8607;-0,7642;-0,5109;-0,4506;-0,535;-0,3541;-0,7401;-0,6436;-0,8849;-0,2214;-0,7401;-0,523;-0,3541;-0,0042;-0,5591;-0,7522;-0,8245
"6660";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6660"" target=""_blank"">SOX5</a>";"protein-coding";"SRY (sex determining region Y)-box 5";"Cluster_7";-0,2002;-0,995;-0,8517;-0,7605;-0,4478;-0,2523;-0,3566;-0,3696;1,2069;0,4252;1,0115;-0,5259;-0,5781;-0,1872;-0,6562;-0,5259;-0,6171;0,1646;-0,0699;-0,6693;3,3307;-0,0178;-0,2263;0,7639;-0,122;2,132;1,8844;0,7249;2,5229;-0,109;1,246;3,3437;1,1027;1,2069;-0,3956;-0,8647;-0,6693;-0,7865;-0,5259;-0,4347;-0,7605;-0,6302;-0,3435;-0,4869;-0,1481;0,6597;-0,8647;-0,6823;-0,5781;-0,3435;-0,5911;-0,4347;-0,3175;0,2558;-0,7865;-0,1611;-0,8777;-0,4217;-0,539;-0,7996
"6663";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6663"" target=""_blank"">SOX10</a>";"protein-coding";"SRY (sex determining region Y)-box 10";"Cluster_7";0,113;-0,5413;-0,5286;-0,4015;-0,4587;-0,4714;-0,5413;-0,4587;-0,2173;0,7418;-0,4651;-0,5159;-0,5032;-0,5222;-0,4905;-0,5349;-0,2046;-0,4841;-0,5286;-0,4778;-0,446;-0,3761;-0,0967;-0,338;-0,4651;2,3996;1,7199;2,66;2,5266;2,3297;2,5139;2,3043;2,2281;2,0502;-0,3507;-0,554;-0,5794;-0,5032;-0,5159;-0,3571;-0,4015;-0,319;-0,319;-0,6048;-0,3063;-0,4015;-0,4142;-0,5413;-0,4396;-0,4778;-0,5349;-0,4206;-0,3571;-0,6111;-0,5095;-0,4396;-0,3571;-0,4015;-0,4651;-0,338
