"","Collection","Gene_set","Size","NES_b_cell","PValue_b_cell","FDR_b_cell","SLE>Control","NES_t_cell","PValue_t_cell","FDR_t_cell","SLE>Control"
"11801","KEGG_reaction","R08391_RETINOATE_NADPH_H_OXYGEN_ALL_TRANS_5_6_EPOXYRETINOIC_ACID_NADP_H2O",5,-1.0536,0.41,0.54,"No",-1.3437,0.13,0.35,"No"
"11802","REACTOME","1183569_REACT_355227_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING",28,-1.0536,0.39,0.58,"No",0.7612,0.84,1,"Yes"
"11803","GO_CC","1025426_GO_1903293_PHOSPHATASE_COMPLEX",45,-1.0536,0.39,0.66,"No",-0.7883,0.82,1,"No"
"11804","REACTOME","1183518_REACT_355457_DISEASES_OF_SIGNAL_TRANSDUCTION",259,-1.0535,0.34,0.58,"No",0.9235,0.72,0.87,"Yes"
"11805","GO_BP","512097_GO_0051194_POSITIVE_REGULATION_OF_COFACTOR_METABOLIC_PROCESS",13,-1.0535,0.4,0.55,"No",1.2085,0.23,0.78,"Yes"
"11806","GO_CC","507223_GO_0044216_OTHER_ORGANISM_CELL",11,-1.0534,0.4,0.66,"No",-1.3285,0.14,0.65,"No"
"11807","C1_Positional","C1_ALL_149_CHRXQ23",15,-1.0534,0.4,0.86,"No",-1.5026,0.046,0.52,"No"
"11808","GO_MF","492489_GO_0008134_TRANSCRIPTION_FACTOR_BINDING",472,-1.0534,0.33,0.58,"No",0.7055,1,1,"Yes"
"11809","GO_CC","516471_GO_0071547_PIP_BODY",5,-1.0533,0.44,0.66,"No",-0.4887,0.99,1,"No"
"11810","C7_Immunologic_signatures","C7_ALL_53_GSE10325_MYELOID_VS_LUPUS_MYELOID_UP",188,-1.0532,0.36,0.46,"No",-1.0154,0.41,1,"No"
"11811","C7_Immunologic_signatures","C7_ALL_206_GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_DN",152,-1.0532,0.37,0.46,"No",-1.1997,0.11,0.81,"No"
"11812","GO_BP","496350_GO_0045744_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY",71,-1.0531,0.37,0.55,"No",0.8738,0.74,1,"Yes"
"11813","GO_BP","513775_GO_0060219_CAMERA_TYPE_EYE_PHOTORECEPTOR_CELL_DIFFERENTIATION",15,-1.0529,0.39,0.55,"No",-0.8975,0.6,1,"No"
"11814","C7_Immunologic_signatures","C7_ALL_181_GSE13484_3H_UNSTIM_VS_YF17D_VACCINE_STIM_PBMC_UP",199,-1.0528,0.37,0.46,"No",1.0086,0.42,0.71,"Yes"
"11815","GO_BP","487833_GO_0001942_HAIR_FOLLICLE_DEVELOPMENT",72,-1.0527,0.38,0.55,"No",0.835,0.77,1,"Yes"
"11816","C2_Chemical_and_genetic_perturbations","C2_CGP_1099_HE_PTEN_TARGETS_UP",15,-1.0526,0.37,0.48,"No",0.8036,0.76,0.99,"Yes"
"11817","C1_Positional","C1_ALL_161_CHR21Q21",17,-1.0526,0.39,0.85,"No",-0.9235,0.57,1,"No"
"11818","C2_Chemical_and_genetic_perturbations","C2_CGP_1815_EHRLICH_ICF_SYNDROM_DN",14,-1.0525,0.39,0.48,"No",-1.2599,0.18,0.74,"No"
"11819","GO_MF","495791_GO_0015651_QUATERNARY_AMMONIUM_GROUP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",8,-1.0525,0.4,0.58,"No",-1.0301,0.4,0.88,"No"
"11820","REACTOME","106041_REACT_18407_G_ALPHA_12_13_SIGNALLING_EVENTS",75,-1.0525,0.37,0.58,"No",-0.9316,0.59,1,"No"
"11821","C2_Chemical_and_genetic_perturbations","C2_CGP_3067_GREGORY_SYNTHETIC_LETHAL_WITH_IMATINIB",142,-1.0522,0.36,0.48,"No",1.2537,0.065,0.43,"Yes"
"11822","GO_BP","492609_GO_0008286_INSULIN_RECEPTOR_SIGNALING_PATHWAY",141,-1.0522,0.36,0.55,"No",-0.7795,0.96,1,"No"
"11823","C3_TF_targets","C3_TFT_537_WWTAAGGC_UNKNOWN",137,-1.0521,0.35,0.45,"No",0.7829,0.96,1,"Yes"
"11824","C2_Chemical_and_genetic_perturbations","C2_CGP_1846_MODY_HIPPOCAMPUS_PRENATAL",42,-1.052,0.37,0.48,"No",2.1218,0,0.0016,"Yes"
"11825","C4_Cancer_modules","C4_CM_133_MODULE_138",85,-1.052,0.38,0.5,"No",0.8715,0.74,0.89,"Yes"
"11826","GO_BP","513809_GO_0060253_NEGATIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION",9,-1.052,0.42,0.55,"No",-0.4403,1,1,"No"
"11827","GO_MF","492439_GO_0008066_GLUTAMATE_RECEPTOR_ACTIVITY",27,-1.052,0.39,0.58,"No",1.2093,0.2,0.7,"Yes"
"11828","REACTOME","106499_REACT_15312_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY",10,-1.052,0.41,0.58,"No",-1.1222,0.31,0.89,"No"
"11829","GO_BP","492322_GO_0048102_AUTOPHAGIC_CELL_DEATH",6,-1.0519,0.41,0.55,"No",-0.6327,0.91,1,"No"
"11830","GO_BP","514199_GO_0060644_MAMMARY_GLAND_EPITHELIAL_CELL_DIFFERENTIATION",16,-1.0519,0.39,0.55,"No",0.8228,0.73,1,"Yes"
"11831","GO_BP","517571_GO_0072668_TUBULIN_COMPLEX_BIOGENESIS",8,-1.0519,0.41,0.55,"No",-0.9034,0.6,1,"No"
"11832","GO_BP","506531_GO_0043500_MUSCLE_ADAPTATION",29,-1.0518,0.38,0.55,"No",-1.1849,0.22,0.91,"No"
"11833","GO_MF","499654_GO_0030249_GUANYLATE_CYCLASE_REGULATOR_ACTIVITY",7,-1.0515,0.4,0.58,"No",-0.8108,0.71,1,"No"
"11834","C1_Positional","C1_ALL_98_CHR6P21",353,-1.0515,0.35,0.85,"No",-1.3323,0.01,0.89,"No"
"11835","C7_Immunologic_signatures","C7_ALL_1563_GSE3982_CTRL_VS_PMA_STIM_EOSINOPHIL_UP",196,-1.0515,0.34,0.46,"No",1.4055,0.0096,0.035,"Yes"
"11836","KEGG_pathway","HSA00330_ARGININE_AND_PROLINE_METABOLISM",58,-1.0515,0.38,0.43,"No",-1.0707,0.33,0.72,"No"
"11837","GO_BP","494540_GO_0010470_REGULATION_OF_GASTRULATION",31,-1.0514,0.39,0.55,"No",-1.1272,0.27,0.94,"No"
"11838","C2_Chemical_and_genetic_perturbations","C2_CGP_59_GAZDA_DIAMOND_BLACKFAN_ANEMIA_ERYTHROID_DN",483,-1.0514,0.32,0.48,"No",1.0593,0.25,0.7,"Yes"
"11839","GO_BP","498795_GO_0021511_SPINAL_CORD_PATTERNING",24,-1.0512,0.39,0.55,"No",-1.4427,0.066,0.91,"No"
"11840","GO_BP","493329_GO_0009132_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS",35,-1.0512,0.39,0.55,"No",0.7079,0.92,1,"Yes"
"11841","GO_BP","493321_GO_0009124_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS",87,-1.051,0.38,0.55,"No",1.4169,0.022,0.53,"Yes"
"11842","GO_BP","494527_GO_0010457_CENTRIOLE_CENTRIOLE_COHESION",6,-1.051,0.4,0.55,"No",-1.2771,0.19,0.89,"No"
"11843","REACTOME","106351_REACT_9413_FGFR2C_LIGAND_BINDING_AND_ACTIVATION",10,-1.051,0.39,0.58,"No",-1.3182,0.14,0.62,"No"
"11844","GO_BP","499841_GO_0030500_REGULATION_OF_BONE_MINERALIZATION",64,-1.051,0.36,0.55,"No",-1.2691,0.095,0.89,"No"
"11845","C2_Chemical_and_genetic_perturbations","C2_CGP_2200_DE_YY1_TARGETS_DN",92,-1.051,0.38,0.49,"No",1.336,0.038,0.35,"Yes"
"11846","GO_BP","499657_GO_0030252_GROWTH_HORMONE_SECRETION",8,-1.0509,0.41,0.55,"No",-0.9355,0.54,1,"No"
"11847","C7_Immunologic_signatures","C7_ALL_1495_GSE360_T_GONDII_VS_B_MALAYI_LOW_DOSE_MAC_UP",196,-1.0509,0.37,0.46,"No",1.0093,0.39,0.71,"Yes"
"11848","C7_Immunologic_signatures","C7_ALL_1869_GSE9650_NAIVE_VS_EFF_CD8_TCELL_UP",199,-1.0507,0.37,0.46,"No",1.0823,0.24,0.49,"Yes"
"11849","GO_BP","496101_GO_0015992_PROTON_TRANSPORT",117,-1.0506,0.37,0.56,"No",1.7873,0,0.11,"Yes"
"11850","GO_BP","513684_GO_0060126_SOMATOTROPIN_SECRETING_CELL_DIFFERENTIATION",5,-1.0506,0.44,0.56,"No",-1.1144,0.36,0.93,"No"
"11851","C7_Immunologic_signatures","C7_ALL_1048_GSE24634_NAIVE_CD4_TCELL_VS_DAY3_IL4_CONV_TREG_DN",199,-1.0506,0.36,0.46,"No",1.4109,0.0048,0.035,"Yes"
"11852","C4_Cancer_gene_neighborhoods","C4_CGN_53_MORF_MYC",78,-1.0506,0.37,0.6,"No",0.7629,0.92,1,"Yes"
"11853","GO_BP","494808_GO_0010743_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION",27,-1.0504,0.39,0.56,"No",1.551,0.029,0.34,"Yes"
"11854","REACTOME","106246_REACT_17050_FOLDING_OF_ACTIN_BY_CCT_TRIC",9,-1.0504,0.4,0.58,"No",1.5644,0.029,0.11,"Yes"
"11855","C4_Cancer_modules","C4_CM_260_MODULE_295",20,-1.0503,0.37,0.5,"No",1.2798,0.12,0.3,"Yes"
"11856","C4_Cancer_modules","C4_CM_365_MODULE_445",14,-1.0503,0.39,0.5,"No",-1.2313,0.2,0.61,"No"
"11857","GO_BP","507573_GO_0045191_REGULATION_OF_ISOTYPE_SWITCHING",22,-1.0502,0.38,0.56,"No",-1.2608,0.16,0.91,"No"
"11858","C7_Immunologic_signatures","C7_ALL_1145_GSE27786_LSK_VS_BCELL_UP",198,-1.0501,0.35,0.47,"No",0.6502,1,1,"Yes"
"11859","KEGG_compound","C20879_VERY_LONG_CHAIN_TRANS_2_3_DEHYDROACYL_COA",5,-1.05,0.42,0.57,"No",1.2614,0.23,0.78,"Yes"
"11860","WikiPathways","920978_WP1528_PHYSIOLOGICAL_AND_PATHOLOGICAL_HYPERTROPHY_OF_THE_HEART",24,-1.0499,0.39,0.5,"No",0.7531,0.83,1,"Yes"
"11861","C3_TF_targets","C3_TFT_550_YRCCAKNNGNCGC_UNKNOWN",65,-1.0499,0.37,0.46,"No",-0.8756,0.72,0.98,"No"
"11862","GO_BP","492331_GO_0007589_BODY_FLUID_SECRETION",68,-1.0497,0.39,0.56,"No",0.8699,0.72,1,"Yes"
"11863","GO_CC","490827_GO_0030126_COPI_VESICLE_COAT",14,-1.0497,0.41,0.66,"No",1.4255,0.075,0.27,"Yes"
"11864","C2_Chemical_and_genetic_perturbations","C2_CGP_1105_BENPORATH_ES_1",374,-1.0497,0.37,0.49,"No",1.0197,0.36,0.77,"Yes"
"11865","C2_Chemical_and_genetic_perturbations","C2_CGP_628_NAKAMURA_LUNG_CANCER",8,-1.0496,0.41,0.49,"No",-1.2464,0.19,0.75,"No"
"11866","C2_Chemical_and_genetic_perturbations","C2_CGP_2851_PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_DN",23,-1.0494,0.37,0.49,"No",1.7942,0.0065,0.045,"Yes"
"11867","REACTOME","1127620_REACT_264030_AXIN_MISSENSE_MUTANTS_DESTABILIZE_THE_DESTRUCTION_COMPLEX",14,-1.0494,0.41,0.58,"No",0.6532,0.92,1,"Yes"
"11868","GO_BP","513880_GO_0060324_FACE_DEVELOPMENT",46,-1.0494,0.39,0.56,"No",-0.7367,0.9,1,"No"
"11869","C2_BioCarta_Pathways","C2_CP_BIOCARTA_170_BIOCARTA_MITOCHONDRIA_PATHWAY",21,-1.0494,0.38,0.52,"No",-0.4797,1,1,"No"
"11870","C2_Chemical_and_genetic_perturbations","C2_CGP_1300_SMITH_TERT_TARGETS_UP",144,-1.0492,0.38,0.49,"No",1.3602,0.023,0.33,"Yes"
"11871","C7_Immunologic_signatures","C7_ALL_1467_GSE360_T_GONDII_VS_M_TUBERCULOSIS_DC_UP",193,-1.0492,0.35,0.47,"No",-1.0013,0.46,1,"No"
"11872","C2_Chemical_and_genetic_perturbations","C2_CGP_2945_YIH_RESPONSE_TO_ARSENITE_C5",10,-1.0492,0.4,0.49,"No",1.0973,0.34,0.64,"Yes"
"11873","C2_Chemical_and_genetic_perturbations","C2_CGP_452_GAUSSMANN_MLL_AF4_FUSION_TARGETS_C_DN",19,-1.0491,0.38,0.49,"No",-1.2054,0.23,0.8,"No"
"11874","C2_Chemical_and_genetic_perturbations","C2_CGP_1276_BYSTRYKH_HEMATOPOIESIS_STEM_CELL_FGF3",8,-1.0491,0.4,0.49,"No",-1.3718,0.12,0.63,"No"
"11875","GO_BP","512147_GO_0051256_MITOTIC_SPINDLE_MIDZONE_ASSEMBLY",7,-1.0491,0.42,0.56,"No",0.9462,0.52,1,"Yes"
"11876","GO_MF","509157_GO_0046965_RETINOID_X_RECEPTOR_BINDING",16,-1.0491,0.41,0.59,"No",0.8511,0.66,1,"Yes"
"11877","GO_BP","499063_GO_0021783_PREGANGLIONIC_PARASYMPATHETIC_FIBER_DEVELOPMENT",16,-1.049,0.39,0.56,"No",-0.8242,0.68,1,"No"
"11878","GO_BP","505717_GO_0042590_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I",79,-1.0488,0.39,0.56,"No",1.9827,0,0.015,"Yes"
"11879","GO_BP","492338_GO_0007597_BLOOD_COAGULATION_INTRINSIC_PATHWAY",18,-1.0488,0.4,0.56,"No",-1.1018,0.31,0.94,"No"
"11880","GO_BP","491979_GO_0007179_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY",133,-1.0488,0.37,0.56,"No",0.7986,0.91,1,"Yes"
"11881","C7_Immunologic_signatures","C7_ALL_107_GSE12366_GC_BCELL_VS_PLASMA_CELL_UP",197,-1.0487,0.36,0.47,"No",1.0585,0.32,0.56,"Yes"
"11882","GO_BP","493460_GO_0009267_CELLULAR_RESPONSE_TO_STARVATION",136,-1.0486,0.38,0.56,"No",0.6762,1,1,"Yes"
"11883","GO_BP","499278_GO_0021999_NEURAL_PLATE_ANTERIOR_POSTERIOR_REGIONALIZATION",5,-1.0484,0.44,0.56,"No",-0.7608,0.8,1,"No"
"11884","GO_BP","504514_GO_0035330_REGULATION_OF_HIPPO_SIGNALING",8,-1.0483,0.4,0.56,"No",-0.9483,0.52,1,"No"
"11885","GO_BP","491490_GO_0006595_POLYAMINE_METABOLIC_PROCESS",21,-1.0483,0.4,0.56,"No",-0.7547,0.84,1,"No"
"11886","GO_MF","490363_GO_0005095_GTPASE_INHIBITOR_ACTIVITY",14,-1.0481,0.4,0.59,"No",-1.1282,0.3,0.81,"No"
"11887","KEGG_compound","C07572_CITALOPRAM",5,-1.0479,0.42,0.57,"No",-0.9428,0.54,1,"No"
"11888","REACTOME","106223_REACT_12389_ENOS_ACTIVATION_AND_REGULATION",20,-1.0479,0.4,0.59,"No",0.7588,0.81,1,"Yes"
"11889","GO_BP","494078_GO_0009994_OOCYTE_DIFFERENTIATION",33,-1.0478,0.38,0.56,"No",-1.3979,0.06,1,"No"
"11890","WikiPathways","198806_WP138_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY",86,-1.0477,0.39,0.5,"No",0.809,0.88,1,"Yes"
"11891","C3_TF_targets","C3_TFT_76_V_TAXCREB_02",25,-1.0476,0.39,0.46,"No",0.8472,0.71,1,"Yes"
"11892","GO_CC","503476_GO_0034273_ATG1_UKL1_SIGNALING_COMPLEX",5,-1.0476,0.44,0.67,"No",0.5442,0.95,1,"Yes"
"11893","C0_Hallmark","H_ALL_6_HALLMARK_TGF_BETA_SIGNALING",54,-1.0476,0.39,0.41,"No",-0.5839,1,1,"No"
"11894","REACTOME","1183600_REACT_355604_VESICLE_MEDIATED_TRANSPORT",237,-1.0474,0.35,0.59,"No",1.4019,0,0.22,"Yes"
"11895","KEGG_compound","C00229_ACYL_CARRIER_PROTEIN_ACP_ACYL_CARRIER_PROTEIN_HOLO_ACYL_CARRIER_PROTEIN_",19,-1.0474,0.39,0.57,"No",-0.6072,0.96,1,"No"
"11896","C4_Cancer_modules","C4_CM_274_MODULE_313",17,-1.0473,0.39,0.51,"No",0.8782,0.66,0.88,"Yes"
"11897","REACTOME","187102_REACT_25271_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING",33,-1.0473,0.39,0.59,"No",1.6754,0.013,0.058,"Yes"
"11898","GO_BP","501954_GO_0032728_POSITIVE_REGULATION_OF_INTERFERON_BETA_PRODUCTION",25,-1.0471,0.39,0.56,"No",-0.6727,0.93,1,"No"
"11899","C7_Immunologic_signatures","C7_ALL_142_GSE13229_IMM_VS_INTMATURE_NKCELL_DN",199,-1.0471,0.37,0.47,"No",0.8904,0.8,1,"Yes"
"11900","GO_BP","514594_GO_0061046_REGULATION_OF_BRANCHING_INVOLVED_IN_LUNG_MORPHOGENESIS",6,-1.047,0.42,0.56,"No",-1.3716,0.12,0.98,"No"
"11901","GO_BP","502119_GO_0032897_NEGATIVE_REGULATION_OF_VIRAL_TRANSCRIPTION",25,-1.0469,0.4,0.56,"No",0.9966,0.43,0.98,"Yes"
"11902","REACTOME","119522_REACT_19277_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE",24,-1.0469,0.41,0.59,"No",-0.922,0.59,1,"No"
"11903","GO_BP","504596_GO_0035412_REGULATION_OF_CATENIN_IMPORT_INTO_NUCLEUS",23,-1.0468,0.42,0.56,"No",-0.7834,0.78,1,"No"
"11904","GO_BP","502146_GO_0032924_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY",20,-1.0468,0.4,0.56,"No",-0.8703,0.65,1,"No"
"11905","C7_Immunologic_signatures","C7_ALL_367_GSE15659_CD45RA_NEG_CD4_TCELL_VS_RESTING_TREG_UP",190,-1.0467,0.36,0.47,"No",-0.9019,0.75,1,"No"
"11906","C7_Immunologic_signatures","C7_ALL_1887_GSE9988_ANTI_TREM1_VS_ANTI_TREM1_AND_LPS_MONOCYTE_UP",200,-1.0465,0.37,0.47,"No",1.6861,0,0.00081,"Yes"
"11907","GO_BP","493455_GO_0009262_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS",35,-1.0465,0.39,0.56,"No",1.4821,0.029,0.44,"Yes"
"11908","C7_Immunologic_signatures","C7_ALL_1013_GSE22886_UNSTIM_VS_IL2_STIM_NKCELL_UP",195,-1.0464,0.37,0.47,"No",0.9708,0.54,0.83,"Yes"
"11909","KEGG_compound","C00143_5_10_METHYLENETETRAHYDROFOLATE_6R_5_10_METHYLENETETRAHYDROFOLATE_5_10_METHYLENE_THF",11,-1.0463,0.41,0.57,"No",-0.6113,0.94,1,"No"
"11910","C2_Chemical_and_genetic_perturbations","C2_CGP_511_LUI_THYROID_CANCER_PAX8_PPARG_DN",45,-1.0461,0.39,0.49,"No",2.0861,0,0.0023,"Yes"
"11911","C7_Immunologic_signatures","C7_ALL_1533_GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_40H_TSST_ACT_UP",186,-1.046,0.36,0.47,"No",1.0335,0.35,0.64,"Yes"
"11912","C7_Immunologic_signatures","C7_ALL_1161_GSE27786_LIN_NEG_VS_BCELL_UP",199,-1.046,0.36,0.47,"No",1.1637,0.089,0.29,"Yes"
"11913","GO_CC","502870_GO_0033655_HOST_CELL_CYTOPLASM_PART",5,-1.0459,0.42,0.67,"No",-1.0806,0.37,0.81,"No"
"11914","C1_Positional","C1_ALL_291_CHR2Q35",53,-1.0459,0.37,0.86,"No",-0.8129,0.82,0.99,"No"
"11915","KEGG_compound","C05378_BETA_D_FRUCTOSE_1_6_BISPHOSPHATE",8,-1.0458,0.42,0.57,"No",-0.5641,0.97,1,"No"
"11916","GO_BP","491572_GO_0006684_SPHINGOMYELIN_METABOLIC_PROCESS",13,-1.0458,0.4,0.56,"No",0.6698,0.91,1,"Yes"
"11917","C4_Cancer_modules","C4_CM_279_MODULE_320",20,-1.0458,0.39,0.51,"No",0.7271,0.87,1,"Yes"
"11918","C2_Chemical_and_genetic_perturbations","C2_CGP_2791_SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_UP",67,-1.0457,0.39,0.49,"No",1.2591,0.11,0.43,"Yes"
"11919","C2_Chemical_and_genetic_perturbations","C2_CGP_2928_YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_2",82,-1.0457,0.38,0.49,"No",-1.041,0.38,0.97,"No"
"11920","GO_MF","492646_GO_0008331_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY",11,-1.0455,0.39,0.59,"No",-1.2764,0.17,0.81,"No"
"11921","C1_Positional","C1_ALL_323_CHR4Q32",35,-1.0455,0.38,0.85,"No",1.6965,0.0042,0.16,"Yes"
"11922","GO_BP","510614_GO_0048546_DIGESTIVE_TRACT_MORPHOGENESIS",51,-1.0455,0.41,0.56,"No",0.9701,0.52,1,"Yes"
"11923","GO_BP","504803_GO_0035624_RECEPTOR_TRANSACTIVATION",5,-1.0453,0.44,0.56,"No",-1.089,0.39,0.95,"No"
"11924","GO_BP","1184587_GO_1904063_NEGATIVE_REGULATION_OF_CATION_TRANSMEMBRANE_TRANSPORT",44,-1.0452,0.39,0.56,"No",-0.7408,0.9,1,"No"
"11925","C7_Immunologic_signatures","C7_ALL_671_GSE17721_POLYIC_VS_GARDIQUIMOD_0_5H_BMDM_UP",191,-1.0452,0.37,0.48,"No",1.0894,0.23,0.47,"Yes"
"11926","C4_Cancer_gene_neighborhoods","C4_CGN_111_MORF_IFNA1",196,-1.0451,0.37,0.61,"No",-0.9904,0.46,0.87,"No"
"11927","C2_Chemical_and_genetic_perturbations","C2_CGP_449_GAUSSMANN_MLL_AF4_FUSION_TARGETS_B_UP",26,-1.045,0.39,0.5,"No",0.8692,0.64,0.95,"Yes"
"11928","REACTOME","119565_REACT_19275_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS",5,-1.0448,0.43,0.59,"No",-0.9496,0.55,1,"No"
"11929","C7_Immunologic_signatures","C7_ALL_1734_GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_TREATED_CD4_TCELL_DN",196,-1.0447,0.37,0.48,"No",1.4481,0.0024,0.023,"Yes"
"11930","OMIM_gene","OMIM188830_PROTEIN_KINASE_CAMP_DEPENDENT_REGULATORY_TYPE_I_ALPHA_PRKAR1A",6,-1.0447,0.44,0.79,"No",-1.0577,0.4,0.81,"No"
"11931","C7_Immunologic_signatures","C7_ALL_680_GSE17721_POLYIC_VS_GARDIQUIMOD_6H_BMDM_DN",198,-1.0447,0.38,0.48,"No",1.0965,0.23,0.45,"Yes"
"11932","OMIM_gene","OMIM603881_NUCLEAR_RECEPTOR_SUBFAMILY_1_GROUP_I_MEMBER_3_NR1I3",6,-1.0445,0.42,0.77,"No",-1.0568,0.4,0.78,"No"
"11933","C2_Chemical_and_genetic_perturbations","C2_CGP_3120_PILON_KLF1_TARGETS_UP",494,-1.0444,0.36,0.5,"No",1.3256,0.0056,0.37,"Yes"
"11934","GO_BP","510842_GO_0048791_CALCIUM_ION_DEPENDENT_EXOCYTOSIS_OF_NEUROTRANSMITTER",33,-1.0443,0.39,0.56,"No",0.9802,0.48,1,"Yes"
"11935","REACTOME","105656_REACT_964_INTRINSIC_PATHWAY_FOR_APOPTOSIS",38,-1.0443,0.39,0.59,"No",0.8632,0.68,0.94,"Yes"
"11936","KEGG_compound","C16680_ALL_TRANS_5_6_EPOXYRETINOIC_ACID_ALL_TRANS_5_6_EPOXY_5_6_DIHYDRORETINOIC_ACID",5,-1.0442,0.44,0.57,"No",-1.3711,0.12,0.51,"No"
"11937","C6_Oncogenic_signatures","C6_ALL_120_NRL_DN_V1_UP",127,-1.0442,0.38,0.43,"No",-1.2972,0.059,0.37,"No"
"11938","GO_CC","501223_GO_0031985_GOLGI_CISTERNA",92,-1.0441,0.37,0.67,"No",0.8664,0.77,0.91,"Yes"
"11939","GO_BP","506410_GO_0043371_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION",9,-1.0439,0.42,0.57,"No",-1.0394,0.4,0.98,"No"
"11940","C1_Positional","C1_ALL_105_CHR5P14",15,-1.0438,0.39,0.85,"No",-0.8829,0.61,1,"No"
"11941","GO_BP","517280_GO_0072364_REGULATION_OF_CELLULAR_KETONE_METABOLIC_PROCESS_BY_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER",7,-1.0438,0.42,0.57,"No",-0.93,0.56,1,"No"
"11942","C7_Immunologic_signatures","C7_ALL_168_GSE13411_NAIVE_VS_MEMORY_BCELL_DN",197,-1.0437,0.37,0.48,"No",1.309,0.026,0.094,"Yes"
"11943","GO_BP","493397_GO_0009201_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS",70,-1.0437,0.4,0.57,"No",1.1897,0.16,0.79,"Yes"
"11944","GO_BP","486799_GO_0000281_MITOTIC_CYTOKINESIS",28,-1.0436,0.41,0.57,"No",0.7722,0.81,1,"Yes"
"11945","OMIM_gene","OMIM602783_SPG7_GENE_SPG7",6,-1.0436,0.44,0.75,"No",-1.0763,0.37,0.86,"No"
"11946","REACTOME","1127615_REACT_264621_TRUNCATED_APC_MUTANTS_DESTABILIZE_THE_DESTRUCTION_COMPLEX",14,-1.0435,0.41,0.59,"No",0.6543,0.92,1,"Yes"
"11947","C2_Chemical_and_genetic_perturbations","C2_CGP_494_ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_UP",59,-1.0435,0.4,0.5,"No",-0.9542,0.56,1,"No"
"11948","WikiPathways","198876_WP404_NUCLEOTIDE_METABOLISM",20,-1.0434,0.39,0.5,"No",0.9174,0.57,1,"Yes"
"11949","GO_BP","489285_GO_0006334_NUCLEOSOME_ASSEMBLY",129,-1.0433,0.39,0.57,"No",-1.169,0.15,0.91,"No"
"11950","GO_BP","496016_GO_0015893_DRUG_TRANSPORT",24,-1.0433,0.41,0.57,"No",-1.2507,0.18,0.91,"No"
"11951","GO_BP","504224_GO_0035036_SPERM_EGG_RECOGNITION",43,-1.0433,0.39,0.57,"No",-0.9682,0.52,1,"No"
"11952","C2_Chemical_and_genetic_perturbations","C2_CGP_1050_FUJIWARA_PARK2_IN_LIVER_CANCER_DN",5,-1.0432,0.43,0.5,"No",-1.59,0.032,0.43,"No"
"11953","C4_Cancer_gene_neighborhoods","C4_CGN_141_MORF_PDCD1",69,-1.0431,0.39,0.61,"No",1.0455,0.37,0.47,"Yes"
"11954","GO_BP","492366_GO_0007625_GROOMING_BEHAVIOR",13,-1.0431,0.42,0.57,"No",0.8572,0.67,1,"Yes"
"11955","KEGG_compound","C00036_OXALOACETATE_OXALACETIC_ACID_OXALOACETIC_ACID_2_OXOBUTANEDIOIC_ACID_2_OXOSUCCINIC_ACID_KETO_OXALOACETATE",12,-1.0431,0.43,0.57,"No",0.8336,0.71,1,"Yes"
"11956","GO_BP","494676_GO_0010612_REGULATION_OF_CARDIAC_MUSCLE_ADAPTATION",5,-1.043,0.44,0.57,"No",-1.1166,0.35,0.94,"No"
"11957","REACTOME","1183565_REACT_355069_FRS_MEDIATED_FGFR2_SIGNALING",32,-1.043,0.39,0.59,"No",-0.752,0.85,1,"No"
"11958","GO_BP","494939_GO_0010875_POSITIVE_REGULATION_OF_CHOLESTEROL_EFFLUX",13,-1.043,0.43,0.57,"No",0.7407,0.83,1,"Yes"
