"","ND410-B","ND422-B","ND426-B","SLE1077-B","SLE1169-B","SLE985-B","ND410-T","ND422-T","ND426-T","SLE1077-T","SLE1169-T","SLE985-T","ND410-M","ND422-M","ND430-M","SLE1077-M","SLE1169-M","SLE985-M"
"57096",1,2,2,0,2,1,3,0,1,1,1,1,3,18,12,10,6,9
"57097",78,95,105,65,87,79,100,82,69,61,158,83,74,51,149,58,94,65
"57099",21,21,27,7,9,13,7,14,2,10,15,6,12,9,8,3,7,3
"57101",0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1
"57102",39,53,53,63,65,73,29,25,50,101,153,114,41,78,121,76,95,94
"57103",113,134,81,123,201,60,136,93,44,68,189,63,123,104,104,132,138,86
"57104",117,108,106,73,90,77,79,74,80,43,54,61,188,310,214,109,86,158
"57105",40,109,206,16,2,5,14,16,15,28,4,27,97,82,133,141,50,267
"57106",7,8,1,4,3,2,6,3,0,5,1,5,5,3,7,6,1,8
"57107",66,66,195,11,8,8,23,28,28,3,17,12,54,65,90,12,4,22
"57109",35,22,21,37,55,46,35,20,34,28,70,33,11,12,13,11,14,14
"57110",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"57111",0,0,1,2,2,0,0,1,0,3,1,3,0,0,0,0,0,0
"57113",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"57116",0,0,4,3,1,2,0,0,0,0,0,1,2,1,0,8,4,5
"57117",58,43,111,87,66,72,26,19,18,63,92,79,59,49,117,57,68,85
"57118",451,312,610,259,359,268,143,141,113,54,139,63,173,165,297,79,45,84
"57120",153,124,99,229,313,181,180,110,18,145,371,150,94,64,158,61,132,64
"57121",51,34,66,32,71,34,25,19,7,15,20,24,9,11,11,1,12,4
"57122",176,172,181,327,430,386,111,85,120,179,403,200,111,152,148,113,163,117
"57124",3,6,48,2,7,3,9,24,78,3,2,10,0,1,4,2,1,0
"57125",9,40,60,3,1,1,180,110,100,45,126,77,8,8,9,8,3,1
"57126",2,11,1,2,1,0,0,0,0,3,0,0,0,0,0,4,10,2
"57127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57128",32,24,31,14,34,21,13,23,3,15,35,12,35,33,24,8,16,21
"57129",51,53,43,53,63,58,40,20,12,56,77,45,71,62,39,54,74,74
"57130",98,110,66,83,104,76,115,94,65,53,138,80,84,126,213,45,29,85
"57132",3376,2554,2574,916,663,871,870,934,1136,491,994,371,4272,4921,5533,1389,1732,1530
"57134",10,30,42,1,0,0,124,77,54,20,84,18,15,36,53,3,4,8
"57136",242,363,282,140,136,150,292,160,141,163,300,234,323,255,282,146,197,179
"57139",3,0,0,2,3,0,0,0,24,0,0,0,0,0,0,0,1,0
"57140",72,91,46,39,59,49,59,50,51,47,70,54,146,193,193,117,130,159
"57142",836,1350,1125,323,285,237,513,304,602,579,587,365,2399,3252,2758,876,1652,1798
"57143",8,11,10,1,6,4,15,4,8,2,4,4,7,18,18,2,7,4
"57146",41,14,23,31,26,27,7,4,8,5,15,3,20,7,25,11,12,6
"57147",47,31,75,70,137,50,80,39,56,61,154,87,29,15,37,25,25,39
"57148",733,561,911,641,890,592,859,543,397,421,1025,437,666,389,764,357,629,374
"57149",50,36,41,25,30,30,9,10,10,19,31,23,45,70,49,45,53,29
"57150",19,10,11,12,30,8,20,19,1,18,46,13,5,8,9,9,6,9
"57151",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57153",605,523,1138,509,526,414,268,213,339,213,340,260,279,477,372,204,68,247
"57154",226,188,178,202,161,156,253,196,88,105,144,86,307,208,347,239,152,195
"57156",22,33,3,3,7,3,2,6,0,1,1,3,26,19,16,7,2,8
"57157",302,216,269,87,136,139,123,109,89,65,89,60,180,162,144,80,93,72
"57158",0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"57159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57161",641,811,578,255,228,251,458,274,189,350,619,334,1135,1294,1751,651,454,715
"57162",1659,1024,1270,1557,1396,1150,446,309,272,981,822,630,1342,1255,1587,1081,693,1592
"57165",12,11,3,0,2,2,7,3,0,0,0,0,4,7,3,2,0,1
"57167",0,1,2,2,0,0,0,1,2,0,0,3,0,0,0,0,0,0
"57168",24,24,18,23,31,23,12,17,14,8,14,11,20,14,21,8,10,8
"57169",1002,935,467,523,487,440,582,577,324,570,700,459,1629,1194,1434,1110,1080,1210
"57171",5,1,13,1,3,5,3,1,20,3,7,1,2,4,10,1,1,3
"57172",7,11,0,1,0,1,1,0,0,0,0,4,8,28,11,18,23,13
"57175",12,18,11,2,2,2,2,5,1,5,5,3,18,53,44,11,7,15
"57176",11,8,5,8,12,11,16,6,3,3,11,7,11,10,7,5,7,5
"57178",1031,1474,957,774,658,407,203,266,178,496,112,330,5360,2416,3092,4127,5181,4492
"57179",321,228,388,287,286,261,293,266,311,201,373,145,177,209,232,99,129,99
"57180",18,14,5,17,35,9,17,19,25,11,36,19,16,13,16,4,5,5
"57181",331,285,581,251,188,293,285,194,199,174,316,255,151,146,186,83,76,73
"57182",228,374,176,79,45,35,80,108,109,53,23,38,675,440,846,173,301,180
"57184",78,55,43,35,73,27,69,46,4,36,75,35,74,43,59,21,50,38
"57185",61,85,165,30,47,27,74,79,35,89,247,86,17,41,46,29,9,20
"57186",454,482,496,136,92,122,454,285,245,137,306,198,562,473,824,170,212,274
"57187",694,599,565,563,701,505,556,383,309,366,682,359,600,469,727,304,477,310
"57188",0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,3
"57189",664,425,836,965,1372,866,668,399,488,559,1616,498,277,104,172,147,222,159
"57190",117,154,182,49,36,39,64,68,74,44,113,64,317,368,273,191,194,271
"57191",3,1,1,6,18,5,3,1,0,2,12,3,1,0,0,1,1,0
"57192",49,62,51,27,8,14,4,13,20,22,6,10,114,159,189,123,95,77
"57194",13,78,78,6,2,5,85,142,51,35,109,36,68,39,169,47,26,47
"57198",65,80,222,27,49,33,119,94,121,42,80,90,18,36,48,12,7,13
"57205",511,1380,2530,156,230,149,65,114,111,64,27,57,289,164,239,40,151,60
"57209",39,9,43,23,56,16,74,42,6,20,90,19,10,11,15,8,3,4
"57210",44,73,84,61,59,57,133,108,77,50,38,37,54,70,86,66,15,42
"57211",0,20,0,1,0,0,1,2,7,0,1,5,3,1,2,2,0,1
"57212",86,70,86,53,79,62,63,87,159,26,134,26,58,79,59,16,25,22
"57213",19,12,16,19,20,18,4,3,4,9,7,5,14,19,8,9,6,18
"57214",11,5,1,14,10,11,3,4,5,7,1,5,2,3,28,8,51,47
"57215",19,21,29,21,29,10,31,9,18,15,59,25,12,25,49,8,8,8
"57216",5,0,15,8,5,1,0,0,0,2,0,2,0,0,0,0,0,0
"57217",302,231,269,452,624,641,174,105,80,158,225,129,510,422,744,266,352,350
"57221",2,5,3,1,1,0,0,0,5,2,0,0,1,0,3,1,2,5
"57222",362,315,225,317,611,427,54,77,99,115,135,112,369,415,346,285,347,332
"57223",716,588,559,489,645,346,603,453,262,356,944,231,700,536,637,320,633,357
"57224",14,21,19,16,13,2,11,6,26,9,4,2,45,34,129,13,101,33
"57226",98,56,110,101,102,85,35,51,60,60,130,63,137,113,152,131,198,146
"57228",38,20,27,17,12,20,23,17,28,10,19,6,16,19,17,8,7,11
"57231",108,105,164,58,78,46,73,58,63,42,67,46,121,189,236,71,96,95
"57232",9,6,18,6,1,9,6,5,2,4,5,3,3,7,11,0,0,3
"57234",2,2,3,2,3,3,5,4,4,0,2,1,1,5,5,0,1,2
"57282",2,21,26,2,1,0,61,52,31,9,21,3,9,34,21,0,0,0
"57291",86,66,121,41,43,47,44,44,44,28,84,34,33,77,20,19,11,24
"57325",16,18,37,73,78,51,19,19,5,37,93,41,7,13,34,11,17,9
"57326",132,142,219,79,99,76,335,196,147,109,334,102,54,62,81,39,15,30
"57332",0,3,0,0,1,1,0,0,3,2,0,1,0,0,4,0,1,1
"57333",4,12,1,2,0,0,1,1,1,2,2,2,18,7,23,8,8,5
"57335",36,29,28,55,48,33,69,46,17,34,118,21,17,9,15,12,9,2
"57336",3,4,14,9,30,7,6,6,0,45,118,35,0,0,2,5,0,0
"57337",329,330,604,144,138,168,298,259,417,146,200,163,143,180,274,102,102,133
"57338",1,2,2,0,9,3,4,6,1,6,3,3,1,0,2,0,0,4
"57343",43,42,82,61,125,60,39,18,49,49,145,42,44,14,23,36,51,31
"57348",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"57379",0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"57380",38,59,51,69,119,50,45,35,24,57,184,64,33,50,83,14,38,25
"57381",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57393",1,0,15,2,2,1,0,0,0,2,3,1,0,1,0,1,0,0
"57396",532,363,372,518,581,512,468,257,212,419,763,313,349,268,204,230,261,196
"57402",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"57403",696,593,530,705,791,614,560,432,211,603,1074,495,502,500,551,522,586,579
"57404",270,201,317,244,567,242,199,199,148,139,483,121,158,157,194,142,237,91
"57405",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"57406",41,24,90,9,12,3,6,6,5,14,9,6,71,31,43,148,175,109
"57407",30,15,28,8,12,12,28,13,11,5,28,11,23,24,24,12,6,14
"57408",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"57409",58,60,61,49,61,18,29,28,14,25,52,35,57,99,120,18,25,30
"57410",49,30,12,37,38,31,29,36,26,25,38,24,58,67,65,44,48,49
"57412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57414",73,128,318,99,101,110,60,38,36,200,448,171,80,156,130,108,126,124
"57415",2,9,12,2,11,1,0,1,0,1,5,15,5,10,14,0,7,9
"57418",4,2,2,0,15,3,13,5,3,1,12,4,3,4,9,0,1,6
"57419",9,44,42,4,5,5,2,5,1,18,3,3,6,5,3,1,1,3
"57446",102,82,177,31,14,27,39,41,27,30,47,68,109,146,143,38,33,78
"57447",11,61,93,5,3,4,11,8,24,3,17,10,18,25,15,6,5,5
"57448",2493,1885,2167,1251,2042,1167,2099,1718,1335,1052,1765,1074,2623,1314,2405,1193,1747,1281
"57449",1,0,4,1,1,0,14,6,3,3,3,2,0,2,0,0,0,0
"57451",0,0,1,1,0,0,0,0,2,1,0,3,11,1,0,4,1,17
"57452",0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"57453",4,0,0,1,1,1,8,5,5,2,1,3,0,0,2,1,0,0
"57455",60,44,83,72,54,47,35,36,37,26,63,34,49,56,63,44,32,42
"57456",230,175,131,220,269,150,95,66,23,214,464,142,238,208,136,156,165,139
"57458",119,151,132,99,75,82,27,18,48,119,18,70,364,117,108,624,654,570
"57459",868,957,1181,824,1103,650,984,612,447,450,1181,440,1057,640,1049,900,697,620
"57460",13,43,37,11,4,10,3,7,31,1,0,10,39,48,86,7,9,27
"57461",77,99,77,46,55,42,59,62,28,33,97,40,80,79,95,78,71,59
"57462",11,7,23,5,14,3,21,10,21,4,5,3,4,1,7,1,1,0
"57463",3,3,19,3,2,0,10,11,7,4,39,7,1,1,0,2,0,1
"57464",16,9,11,7,17,7,13,9,2,2,4,6,8,1,16,8,32,40
"57465",35,42,31,10,14,7,26,12,34,6,9,5,64,62,71,22,13,11
"57466",924,953,818,562,582,448,563,463,242,308,581,373,1187,1245,975,453,488,490
"57467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57468",0,0,0,1,1,1,1,3,0,1,0,1,1,0,2,1,1,0
"57469",0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1
"57470",31,56,45,79,104,89,27,14,8,52,156,53,27,56,75,47,66,44
"57471",78,49,70,250,268,208,269,77,49,173,168,124,52,20,101,93,50,74
"57472",191,217,208,154,98,149,191,136,114,112,163,165,169,156,283,92,82,116
"57473",9,13,1,9,7,4,30,10,4,14,24,17,1,8,9,3,4,7
"57474",113,119,219,105,201,75,83,86,30,34,152,52,62,39,100,43,64,35
"57475",5,3,18,7,12,8,9,9,20,5,12,5,2,1,1,3,3,4
"57476",69,178,61,34,21,12,65,98,37,39,79,90,189,154,346,107,575,221
"57477",0,3,0,2,1,0,0,1,0,2,0,3,2,1,0,0,1,2
"57478",82,63,56,50,76,34,61,62,41,36,63,37,93,56,104,39,75,55
"57479",60,52,78,16,28,12,54,48,59,10,36,24,25,25,60,20,9,16
"57480",766,88,373,573,1339,651,14,10,4,41,9,18,3,16,17,10,46,3
"57481",0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0
"57482",1,4,8,0,2,3,4,1,7,3,0,4,2,0,3,1,0,0
"57484",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"57486",122,120,52,65,65,34,22,36,22,26,51,31,103,216,255,80,96,89
"57488",1590,2385,1511,1397,957,693,1974,1898,701,1244,2243,726,1586,1502,1730,686,758,797
"57489",99,91,127,102,81,58,314,211,108,107,158,105,43,36,63,25,22,24
"57491",1,4,1,0,2,1,3,0,1,0,0,1,39,3,5,3,17,0
"57492",776,525,541,389,485,424,425,313,231,153,396,201,372,372,547,91,97,118
"57493",320,413,300,198,280,284,507,211,133,182,520,219,454,210,451,97,96,157
"57494",229,82,328,237,133,158,85,50,38,73,73,40,106,49,73,71,50,42
"57495",0,0,0,0,0,0,0,0,0,1,0,4,0,3,0,1,0,3
"57496",145,83,199,31,52,25,114,104,72,45,63,72,32,30,57,14,10,18
"57497",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"57498",659,709,331,452,517,381,509,385,316,392,764,369,1020,813,1146,497,710,521
"57501",0,0,0,0,0,1,0,0,0,0,1,0,3,2,1,0,1,0
"57502",0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1
"57504",22,32,53,25,47,26,20,30,14,14,42,14,12,17,15,6,6,3
"57505",36,32,51,46,70,67,49,41,59,30,116,36,13,14,39,8,18,10
"57506",253,235,405,106,325,95,178,199,210,75,436,104,217,192,273,87,125,88
"57507",127,108,153,135,60,189,3,9,17,13,0,7,5,6,11,3,3,2
"57508",104,82,68,85,146,61,73,80,45,63,163,48,80,55,87,35,89,49
"57509",4,0,24,3,5,14,39,18,15,19,50,36,3,4,1,4,4,0
"57510",143,89,124,89,170,113,151,102,51,70,195,88,101,72,123,56,90,74
"57511",128,138,173,29,95,31,126,67,30,47,122,49,83,80,75,25,27,28
"57512",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"57513",2,3,0,1,0,0,2,2,1,2,0,1,0,1,2,1,0,0
"57514",314,325,197,108,356,122,255,118,57,76,130,86,906,321,494,113,609,217
"57515",2195,2284,1836,1418,1457,1413,973,660,356,1708,3647,1575,3474,2757,2333,2196,3459,2075
"57519",140,61,124,39,36,43,98,118,169,25,45,34,15,5,27,3,2,6
"57520",3,11,4,2,8,0,2,3,0,1,4,2,18,22,7,17,18,20
"57521",127,90,137,68,84,54,138,106,140,45,122,57,220,121,168,111,124,143
"57522",25,27,11,7,21,6,19,12,74,9,12,5,85,31,43,38,248,47
"57523",1,4,4,2,0,1,2,3,0,2,0,3,4,3,1,2,1,4
"57524",13,13,28,13,25,2,15,7,30,6,8,2,16,19,23,14,9,14
"57526",1,2,0,0,0,0,6,3,1,0,0,0,0,0,0,0,0,2
"57528",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
"57529",0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,3
"57530",3,0,3,2,1,0,7,7,0,1,3,0,1,1,0,0,0,1
"57531",65,50,27,38,39,28,53,44,24,22,41,48,44,46,60,21,25,17
"57532",2413,2984,2654,833,919,733,2358,2100,1970,615,1385,613,2266,3456,3171,1089,1187,1276
"57533",179,167,293,130,123,135,119,95,66,107,198,96,171,190,451,109,175,192
"57534",218,197,239,107,127,81,247,167,105,99,204,110,227,145,223,65,105,88
"57535",4,18,40,9,9,4,46,31,39,35,46,44,4,13,6,26,8,15
"57536",71,37,127,26,27,23,60,79,68,16,41,23,24,33,46,10,7,11
"57537",3,3,2,1,2,0,4,5,0,0,2,0,25,11,25,5,16,20
"57538",10,11,9,7,3,6,7,9,1,4,2,3,12,3,9,3,11,8
"57539",65,50,73,102,91,73,56,37,15,68,75,58,12,17,20,19,25,16
"57540",1,0,0,1,0,0,1,0,1,0,1,3,0,0,0,0,0,0
"57541",70,68,128,120,163,71,89,60,133,52,195,68,24,28,71,20,38,26
"57542",57,59,172,68,127,62,100,38,2,57,124,56,59,55,117,45,40,61
"57544",105,100,98,47,36,40,219,99,41,79,112,57,107,91,138,54,36,48
"57545",7,11,5,6,7,1,10,4,3,2,8,5,23,12,18,16,12,21
"57546",16,24,41,12,22,13,39,32,8,3,44,14,3,12,24,0,1,2
"57547",5,5,28,33,51,20,7,7,3,28,50,17,2,7,6,11,10,11
"57549",1,2,0,4,0,2,2,0,0,1,0,1,2,1,5,2,3,1
"57551",1933,1875,1412,947,1387,742,1235,985,576,506,1030,491,3031,1671,2751,616,2104,873
"57552",76,69,50,94,51,12,29,18,66,96,33,35,427,140,226,729,739,456
"57553",288,80,244,295,531,278,60,71,50,59,46,27,19,12,31,46,28,23
"57554",0,3,0,0,0,0,14,23,2,3,13,5,0,0,0,0,0,0
"57555",7,12,2,1,1,0,58,48,74,11,25,8,7,2,7,3,0,1
"57556",30,17,16,37,38,53,34,24,15,7,19,9,5,7,10,5,3,5
"57558",423,607,626,460,338,347,300,207,96,235,143,173,1429,911,1300,1339,1349,1627
"57559",34,27,77,22,32,23,40,38,21,26,72,26,6,13,18,5,3,5
"57560",47,41,55,23,39,36,36,35,13,22,66,34,24,23,23,7,9,9
"57561",594,578,508,354,474,508,444,250,376,448,378,503,574,523,898,739,713,1086
"57562",33,16,19,12,23,10,11,13,22,5,20,9,2,4,2,1,2,2
"57563",180,191,175,104,183,127,81,94,108,84,163,101,292,282,442,79,141,131
"57565",56,17,53,44,26,40,0,6,3,5,0,0,3,5,2,0,0,0
"57567",19,15,27,40,37,20,13,10,30,11,18,9,11,17,37,20,34,29
"57568",34,64,16,33,6,6,16,26,9,37,12,26,133,120,264,119,309,227
"57569",17,4,30,23,14,15,0,0,0,2,4,2,0,1,3,1,4,0
"57570",74,117,15,44,86,41,28,52,8,38,74,30,384,596,161,82,75,115
"57571",36,32,28,23,33,31,20,15,24,16,18,13,2,5,8,3,0,2
"57572",8,0,1,2,5,0,0,0,0,1,0,1,1,1,0,1,2,1
"57573",10,6,2,11,7,10,4,4,8,3,5,4,2,1,1,0,2,0
"57574",0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0
"57575",0,1,1,0,0,0,0,0,0,1,0,3,0,0,1,2,0,1
"57576",1,2,0,1,0,0,1,0,4,0,0,2,1,1,2,0,0,1
"57577",71,38,81,75,101,87,40,16,22,30,21,18,13,3,39,13,9,7
"57578",2,1,15,2,0,0,0,1,3,0,0,0,2,8,9,4,3,2
"57579",122,126,105,85,111,58,55,60,63,39,58,32,101,119,141,42,89,50
"57580",675,779,699,210,113,186,300,307,282,190,167,305,899,968,1142,576,722,703
"57582",0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0
"57583",280,323,288,109,209,140,560,475,277,201,905,249,241,130,313,176,207,182
"57584",519,575,432,237,207,120,264,216,178,418,560,372,1110,711,1110,777,916,898
"57585",94,72,87,101,132,118,72,61,28,61,89,41,47,47,110,106,57,79
"57586",0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
"57587",104,65,93,133,165,129,72,53,30,85,220,109,34,37,42,32,15,16
"57589",637,522,653,392,555,462,362,302,275,176,488,205,561,413,702,246,559,315
"57590",306,242,263,299,264,272,108,78,100,236,174,165,448,280,463,694,652,742
"57591",183,321,367,113,126,97,141,127,109,86,151,111,367,337,542,168,286,220
"57592",101,66,58,90,69,90,40,31,34,47,62,49,97,75,111,83,73,120
"57593",4,3,1,0,1,1,0,3,0,1,2,2,1,1,1,0,0,1
"57594",13,15,60,9,20,5,11,7,11,6,31,9,13,19,29,10,16,4
"57595",1,14,4,1,0,2,23,13,10,12,7,6,3,4,1,0,0,0
"57596",0,7,0,1,4,0,0,0,0,0,0,0,2,3,5,5,1,8
"57597",12,14,4,2,0,1,2,1,0,5,0,4,28,15,40,8,6,13
"57599",481,292,417,506,457,527,371,273,121,436,696,410,297,233,245,239,137,214
"57600",1641,1796,388,182,65,59,253,348,239,348,236,225,1264,2431,1936,1967,2065,1942
"57602",3498,1633,1456,1596,1647,2080,2319,1576,816,1297,3509,1514,1073,1300,1372,1070,527,872
"57604",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1
"57605",69,49,61,21,43,37,48,64,75,25,67,40,11,18,10,11,17,11
"57606",512,514,489,407,495,431,275,185,217,311,525,304,618,652,729,250,485,383
"57608",9,4,6,10,6,11,0,0,0,0,0,2,1,0,1,2,1,0
"57609",714,411,715,268,239,323,324,284,300,153,334,186,529,339,795,199,346,259
"57610",89,83,71,112,127,97,86,60,54,78,125,62,69,65,166,44,83,57
"57611",0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
"57613",60,41,32,36,37,30,22,18,22,29,62,19,116,65,180,85,107,82
"57614",388,389,354,343,447,418,395,273,267,282,565,305,458,367,482,231,351,369
"57615",8,1,9,1,8,6,7,2,1,2,6,8,1,0,0,0,0,1
"57616",27,35,10,6,3,5,5,9,7,5,5,10,62,101,200,26,53,63
"57617",51,59,55,81,54,76,18,18,4,36,38,44,76,67,177,156,114,151
"57619",1,3,2,2,0,0,0,1,1,1,0,4,2,9,1,1,0,3
"57620",866,425,732,791,894,1431,602,264,269,342,519,554,323,197,397,140,221,191
"57621",249,244,224,121,161,146,206,146,86,69,116,75,181,196,356,75,85,80
"57622",2,2,4,0,0,0,1,1,0,0,3,2,2,2,2,0,5,3
"57623",79,84,133,46,54,32,59,62,28,34,28,29,69,57,110,44,43,30
"57624",4,0,0,1,3,0,7,2,1,0,0,0,0,0,0,0,0,1
"57628",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"57630",46,75,15,28,28,34,3,13,0,14,1,5,94,85,61,56,76,58
"57633",80,36,31,7,17,6,40,23,7,12,10,11,8,14,8,3,3,8
"57634",446,366,369,243,469,249,493,402,227,203,534,242,424,297,525,355,340,343
"57636",0,0,1,1,0,1,2,1,0,4,2,1,2,5,12,5,2,9
"57639",63,55,132,42,37,44,108,47,32,44,61,53,25,37,94,16,13,28
"57642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57643",1,11,7,3,6,6,21,22,29,2,11,8,0,1,5,1,0,1
"57644",9,1,4,3,1,0,4,6,2,2,2,1,1,3,6,3,1,5
"57645",225,168,153,182,210,143,160,95,71,133,327,108,238,188,277,157,181,162
"57646",159,115,105,184,187,166,56,46,39,34,47,75,32,60,122,14,27,33
"57647",24,11,30,41,62,38,18,20,8,21,52,30,9,13,17,14,16,10
"57648",7,6,7,8,5,1,8,12,3,9,15,10,17,9,21,7,9,9
"57649",429,399,439,434,489,380,634,439,250,475,893,503,473,354,494,292,286,188
"57650",41,55,15,49,93,27,45,34,9,52,52,50,46,42,29,29,25,21
"57653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57654",71,110,128,43,32,34,66,73,80,43,48,29,120,146,153,68,58,75
"57655",120,91,56,38,20,28,39,51,47,20,107,32,107,179,56,31,29,42
"57657",12,3,8,5,5,6,9,10,9,1,5,1,2,2,6,1,1,0
"57658",218,235,358,140,82,112,216,143,155,136,122,135,272,242,353,126,113,181
"57659",815,752,735,367,422,271,690,426,486,404,1086,419,623,413,537,276,177,261
"57661",73,72,69,55,83,42,65,55,47,42,93,49,87,59,74,65,62,75
"57662",1,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,1
"57663",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1
"57664",2,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0
"57665",2,2,0,1,0,0,2,1,1,0,0,0,0,0,1,1,0,0
"57666",213,176,232,159,282,170,163,147,95,57,180,63,257,183,215,115,129,112
"57669",107,32,94,55,89,54,137,104,64,29,31,16,11,15,32,3,6,10
"57670",2,9,3,4,4,2,4,2,0,0,4,2,1,1,1,1,2,1
"57673",107,59,68,79,60,66,36,33,15,17,33,24,77,67,110,18,28,19
"57674",3238,3293,4077,1043,948,1425,5053,4028,3756,1462,2424,2668,3256,2480,11675,1301,624,2774
"57677",14,11,29,9,45,11,24,15,14,9,66,12,7,5,10,6,6,2
"57678",15,19,46,53,37,56,29,15,3,46,104,46,10,7,14,12,10,13
"57679",75,138,217,41,70,57,74,59,42,43,50,39,62,61,106,30,40,43
"57680",605,566,812,778,883,760,772,442,306,495,929,570,590,367,764,418,586,430
"57683",2252,658,1302,1079,1247,1016,2737,1310,761,851,1516,657,169,88,170,80,57,24
"57684",20,17,14,41,37,48,22,22,1,31,47,27,23,17,19,28,42,34
"57685",2,2,6,0,1,0,11,24,6,1,4,8,2,1,1,3,3,1
"57687",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"57688",1697,1495,512,677,838,448,1212,653,234,342,726,227,3387,2092,2522,947,2774,1203
"57689",0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
"57690",621,492,635,514,984,452,1134,774,544,316,1355,398,213,135,269,81,97,67
"57691",19,16,47,37,44,53,29,11,9,37,77,40,16,3,17,12,14,14
"57692",3,2,14,7,5,2,3,2,0,8,5,4,0,1,0,1,0,1
"57693",265,169,259,276,241,339,200,147,113,142,250,202,214,127,211,163,140,218
"57695",1041,414,477,471,563,364,858,470,180,388,1003,302,477,223,201,120,213,89
"57696",63,54,62,185,228,199,72,62,59,104,239,122,50,36,91,79,63,59
"57697",58,73,87,147,196,139,98,59,30,119,244,83,45,28,50,42,52,32
"57698",196,330,88,14,22,8,36,81,38,31,4,17,771,729,1094,146,209,254
"57699",153,57,147,60,99,77,0,3,5,13,0,12,11,22,16,4,4,2
"57700",162,228,253,185,207,241,287,132,153,361,499,393,246,188,239,236,162,281
"57701",67,60,60,10,9,5,47,70,63,9,10,10,184,131,114,69,60,68
"57703",246,172,148,256,326,245,120,78,31,214,470,262,320,190,216,229,371,329
"57704",103,91,58,50,90,46,52,63,38,27,21,23,108,131,160,56,108,78
"57705",1192,561,888,655,784,842,32,46,51,75,3,71,391,249,470,146,165,224
"57706",82,75,31,30,28,33,26,39,35,25,20,20,215,189,258,88,91,119
"57707",21,12,40,10,1,4,11,7,1,6,11,11,17,15,34,7,4,19
"57708",264,365,277,274,318,289,374,236,154,346,419,333,373,422,694,351,456,439
"57709",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
"57710",3,1,4,1,0,0,2,2,3,1,0,1,3,0,4,1,0,1
"57711",133,57,120,158,198,160,122,97,88,101,239,88,36,22,45,57,48,54
"57713",1039,1566,647,253,302,136,489,518,253,325,531,331,1281,1751,983,650,1002,551
"57715",2,4,2,4,3,3,5,4,5,3,9,3,1,0,3,2,3,3
"57716",2,6,8,1,0,5,6,8,8,1,2,1,4,3,7,0,0,2
"57717",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
"57718",1,0,0,3,1,4,7,5,4,12,11,8,1,4,3,2,3,5
"57719",10,16,5,0,1,3,7,12,2,1,10,4,11,14,15,5,5,8
"57720",153,152,135,197,207,190,152,114,65,127,234,127,381,219,322,191,238,150
"57721",88,74,64,97,139,100,90,43,55,109,151,115,50,67,107,70,81,74
