"","Collection","Gene_set","Size","NES_B_Cell","PValue_B_Cell","FDR_B_Cell","NES_T_Cell","PValue_T_Cell","FDR_T_Cell","NES_Monocyte","PValue_Monocyte","FDR_Monocyte"
"C7_Immunologic_signatures:C7_ALL_436_GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_DN","C7_Immunologic_signatures","C7_ALL_436_GSE16522_ANTI_CD3CD28_STIM_VS_UNSTIM_NAIVE_CD8_TCELL_DN",198,-0.9824,0.52,0.61,1.1643,0.12,0.29,-1.268,0.037,0.18
"GO_BP:503820_GO_0034620_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN","GO_BP","503820_GO_0034620_CELLULAR_RESPONSE_TO_UNFOLDED_PROTEIN",103,-0.9824,0.51,0.65,0.6615,1,1,-1.023,0.4,0.83
"REACTOME:771593_REACT_160243_CONSTITUTIVE_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS","REACTOME","771593_REACT_160243_CONSTITUTIVE_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS",57,-0.9824,0.5,0.67,-0.6844,0.95,1,-1.2955,0.073,0.54
"GO_BP:946575_GO_1902600_HYDROGEN_ION_TRANSMEMBRANE_TRANSPORT","GO_BP","946575_GO_1902600_HYDROGEN_ION_TRANSMEMBRANE_TRANSPORT",96,-0.9823,0.51,0.65,2.0275,0,0.0094,0.8276,0.85,1
"C2_Chemical_and_genetic_perturbations:C2_CGP_1615_IYENGAR_RESPONSE_TO_ADIPOCYTE_FACTORS","C2_Chemical_and_genetic_perturbations","C2_CGP_1615_IYENGAR_RESPONSE_TO_ADIPOCYTE_FACTORS",10,-0.9823,0.49,0.6,0.7949,0.72,0.99,-0.9848,0.49,0.78
"GO_BP:493422_GO_0009226_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS","GO_BP","493422_GO_0009226_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS",16,-0.9823,0.5,0.65,-0.7651,0.77,1,-1.0604,0.4,0.8
"C2_Chemical_and_genetic_perturbations:C2_CGP_1206_NIKOLSKY_BREAST_CANCER_11Q12_Q14_AMPLICON","C2_Chemical_and_genetic_perturbations","C2_CGP_1206_NIKOLSKY_BREAST_CANCER_11Q12_Q14_AMPLICON",151,-0.9821,0.5,0.6,-1.0856,0.27,0.94,-1.3353,0.017,0.41
"GO_BP:491239_GO_0006275_REGULATION_OF_DNA_REPLICATION","GO_BP","491239_GO_0006275_REGULATION_OF_DNA_REPLICATION",116,-0.982,0.51,0.65,0.7173,0.98,1,-0.9604,0.54,0.88
"GO_MF:489678_GO_0004312_FATTY_ACID_SYNTHASE_ACTIVITY","GO_MF","489678_GO_0004312_FATTY_ACID_SYNTHASE_ACTIVITY",7,-0.9819,0.5,0.68,-0.9362,0.53,0.96,0.6058,0.94,1
"KEGG_compound:C00483_TYRAMINE_2_P_HYDROXYPHENYL_ETHYLAMINE","KEGG_compound","C00483_TYRAMINE_2_P_HYDROXYPHENYL_ETHYLAMINE",6,-0.9817,0.51,0.64,-1.2178,0.25,0.75,-1.5648,0.034,0.18
"GO_CC:487094_GO_0000803_SEX_CHROMOSOME","GO_CC","487094_GO_0000803_SEX_CHROMOSOME",25,-0.9816,0.49,0.74,-1.018,0.41,0.84,-1.168,0.25,0.85
"GO_BP:505081_GO_0035912_DORSAL_AORTA_MORPHOGENESIS","GO_BP","505081_GO_0035912_DORSAL_AORTA_MORPHOGENESIS",5,-0.9814,0.5,0.66,-1.008,0.47,0.98,0.9053,0.57,0.94
"C3_TF_targets:C3_TFT_183_CCAATNNSNNNGCG_UNKNOWN","C3_TF_targets","C3_TFT_183_CCAATNNSNNNGCG_UNKNOWN",56,-0.9813,0.5,0.61,1.1018,0.28,1,0.8529,0.75,1
"C2_BioCarta_Pathways:C2_CP_BIOCARTA_114_BIOCARTA_MAPK_PATHWAY","C2_BioCarta_Pathways","C2_CP_BIOCARTA_114_BIOCARTA_MAPK_PATHWAY",87,-0.9813,0.49,0.61,-1.2688,0.1,1,-1.1883,0.14,0.58
"C2_Chemical_and_genetic_perturbations:C2_CGP_1549_ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN","C2_Chemical_and_genetic_perturbations","C2_CGP_1549_ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN",19,-0.9813,0.51,0.6,0.5205,0.99,1,-0.974,0.49,0.79
"C2_Chemical_and_genetic_perturbations:C2_CGP_3025_KARLSSON_TGFB1_TARGETS_UP","C2_Chemical_and_genetic_perturbations","C2_CGP_3025_KARLSSON_TGFB1_TARGETS_UP",126,-0.9813,0.49,0.6,1.798,0,0.044,0.8323,0.87,1
"GO_BP:515425_GO_0070493_THROMBIN_RECEPTOR_SIGNALING_PATHWAY","GO_BP","515425_GO_0070493_THROMBIN_RECEPTOR_SIGNALING_PATHWAY",9,-0.9812,0.48,0.66,1.6107,0.033,0.28,0.7232,0.82,1
"GO_BP:519377_GO_2000738_POSITIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION","GO_BP","519377_GO_2000738_POSITIVE_REGULATION_OF_STEM_CELL_DIFFERENTIATION",45,-0.9811,0.5,0.66,-1.1908,0.2,0.9,-0.9636,0.5,0.88
"GO_MF:496726_GO_0016829_LYASE_ACTIVITY","GO_MF","496726_GO_0016829_LYASE_ACTIVITY",170,-0.981,0.51,0.68,1.349,0.018,0.52,-1.1519,0.16,0.64
"C3_TF_targets:C3_TFT_251_V_E2F1_Q3","C3_TF_targets","C3_TFT_251_V_E2F1_Q3",243,-0.981,0.53,0.6,0.8765,0.83,1,-1.4151,0.0084,0.3
"GO_BP:494783_GO_0010718_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION","GO_BP","494783_GO_0010718_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",29,-0.9808,0.51,0.66,-1.1366,0.26,0.93,-0.9966,0.46,0.85
"C4_Cancer_modules:C4_CM_182_MODULE_195","C4_Cancer_modules","C4_CM_182_MODULE_195",143,-0.9807,0.5,0.61,0.9934,0.44,0.72,-0.9389,0.64,0.79
"C3_TF_targets:C3_TFT_452_V_E2F_Q4_01","C3_TF_targets","C3_TFT_452_V_E2F_Q4_01",237,-0.9807,0.54,0.6,-0.726,1,1,-1.5042,0,0.6
"GO_BP:491374_GO_0006471_PROTEIN_ADP_RIBOSYLATION","GO_BP","491374_GO_0006471_PROTEIN_ADP_RIBOSYLATION",19,-0.9805,0.48,0.66,-1.3878,0.084,1,-1.5402,0.022,0.53
"C2_Chemical_and_genetic_perturbations:C2_CGP_2175_WALLACE_PROSTATE_CANCER_RACE_DN","C2_Chemical_and_genetic_perturbations","C2_CGP_2175_WALLACE_PROSTATE_CANCER_RACE_DN",84,-0.9804,0.5,0.6,0.8133,0.87,0.98,0.68,0.98,1
"C4_Cancer_modules:C4_CM_115_MODULE_120","C4_Cancer_modules","C4_CM_115_MODULE_120",70,-0.9803,0.49,0.6,0.9188,0.61,0.81,-0.914,0.6,0.84
"C4_Cancer_modules:C4_CM_149_MODULE_157","C4_Cancer_modules","C4_CM_149_MODULE_157",105,-0.9803,0.51,0.6,-0.9017,0.69,0.87,0.9613,0.55,0.96
"GO_CC:512172_GO_0051286_CELL_TIP","GO_CC","512172_GO_0051286_CELL_TIP",7,-0.9801,0.48,0.74,1.052,0.38,0.71,0.5453,0.98,1
"GO_BP:498072_GO_0019217_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS","GO_BP","498072_GO_0019217_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS",77,-0.98,0.49,0.66,1.0619,0.32,0.94,1.1933,0.17,0.72
"GO_BP:496952_GO_0017158_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS","GO_BP","496952_GO_0017158_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS",55,-0.9799,0.52,0.66,-1.0822,0.32,0.95,-1.3058,0.093,0.64
"GO_BP:518640_GO_0097090_PRESYNAPTIC_MEMBRANE_ORGANIZATION","GO_BP","518640_GO_0097090_PRESYNAPTIC_MEMBRANE_ORGANIZATION",11,-0.9799,0.51,0.66,-0.9571,0.51,1,0.9261,0.54,0.92
"C1_Positional:C1_ALL_203_CHR4P13","C1_Positional","C1_ALL_203_CHR4P13",14,-0.9798,0.47,0.89,-0.7279,0.83,0.98,1.0222,0.41,0.75
"C7_Immunologic_signatures:C7_ALL_266_GSE14308_TH17_VS_NATURAL_TREG_DN","C7_Immunologic_signatures","C7_ALL_266_GSE14308_TH17_VS_NATURAL_TREG_DN",196,-0.9798,0.51,0.62,-0.9856,0.5,1,0.8813,0.8,1
"WikiPathways:219801_WP1984_INTEGRATED_BREAST_CANCER_PATHWAY","WikiPathways","219801_WP1984_INTEGRATED_BREAST_CANCER_PATHWAY",151,-0.9798,0.51,0.6,0.5251,1,0.99,-1.0368,0.37,0.63
"GO_BP:508585_GO_0046320_REGULATION_OF_FATTY_ACID_OXIDATION","GO_BP","508585_GO_0046320_REGULATION_OF_FATTY_ACID_OXIDATION",24,-0.9797,0.49,0.66,0.8997,0.6,1,1.1881,0.22,0.72
"GO_BP:752205_GO_0061462_PROTEIN_LOCALIZATION_TO_LYSOSOME","GO_BP","752205_GO_0061462_PROTEIN_LOCALIZATION_TO_LYSOSOME",16,-0.9797,0.48,0.66,0.8957,0.59,1,0.7068,0.87,1
"GO_MF:514942_GO_0070001_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY","GO_MF","514942_GO_0070001_ASPARTIC_TYPE_PEPTIDASE_ACTIVITY",25,-0.9796,0.51,0.68,0.7383,0.86,1,0.8337,0.73,1
"GO_BP:502155_GO_0032933_SREBP_SIGNALING_PATHWAY","GO_BP","502155_GO_0032933_SREBP_SIGNALING_PATHWAY",7,-0.9795,0.49,0.66,-0.961,0.51,1,-0.5997,0.93,1
"C2_Chemical_and_genetic_perturbations:C2_CGP_1537_VERNELL_RETINOBLASTOMA_PATHWAY_UP","C2_Chemical_and_genetic_perturbations","C2_CGP_1537_VERNELL_RETINOBLASTOMA_PATHWAY_UP",70,-0.9795,0.48,0.6,1.0623,0.36,0.69,-1.5734,0.01,0.25
"C3_TF_targets:C3_TFT_497_KMCATNNWGGA_UNKNOWN","C3_TF_targets","C3_TFT_497_KMCATNNWGGA_UNKNOWN",88,-0.9794,0.51,0.61,-0.9819,0.47,0.8,0.6776,0.99,1
"GO_BP:499843_GO_0030502_NEGATIVE_REGULATION_OF_BONE_MINERALIZATION","GO_BP","499843_GO_0030502_NEGATIVE_REGULATION_OF_BONE_MINERALIZATION",15,-0.9793,0.5,0.66,1.1045,0.3,0.9,1.4893,0.057,0.57
"GO_BP:752605_GO_0097104_POSTSYNAPTIC_MEMBRANE_ASSEMBLY","GO_BP","752605_GO_0097104_POSTSYNAPTIC_MEMBRANE_ASSEMBLY",6,-0.9792,0.51,0.66,-0.8832,0.62,1,0.6793,0.85,1
"C2_Chemical_and_genetic_perturbations:C2_CGP_1898_RAMASWAMY_METASTASIS_UP","C2_Chemical_and_genetic_perturbations","C2_CGP_1898_RAMASWAMY_METASTASIS_UP",66,-0.9787,0.49,0.6,0.7617,0.88,1,-0.9317,0.61,0.84
"GO_BP:517560_GO_0072657_PROTEIN_LOCALIZATION_TO_MEMBRANE","GO_BP","517560_GO_0072657_PROTEIN_LOCALIZATION_TO_MEMBRANE",349,-0.9785,0.56,0.66,2.6912,0,0,0.637,1,1
"GO_BP:494713_GO_0010649_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING","GO_BP","494713_GO_0010649_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING",13,-0.9785,0.49,0.66,1.3175,0.14,0.65,1.0354,0.41,0.82
"GO_BP:495282_GO_0014889_MUSCLE_ATROPHY","GO_BP","495282_GO_0014889_MUSCLE_ATROPHY",7,-0.9784,0.47,0.66,0.8947,0.61,1,0.7069,0.83,1
"C2_Chemical_and_genetic_perturbations:C2_CGP_3129_JOHNSTONE_PARVB_TARGETS_2_DN","C2_Chemical_and_genetic_perturbations","C2_CGP_3129_JOHNSTONE_PARVB_TARGETS_2_DN",332,-0.9782,0.56,0.61,1.5457,0,0.17,0.8345,0.96,1
"C3_MicroRNA_targets:C3_MIR_30_TAGGTCA_MIR_192_MIR_215","C3_MicroRNA_targets","C3_MIR_30_TAGGTCA_MIR_192_MIR_215",46,-0.9782,0.49,0.65,0.9749,0.5,1,-0.6518,0.97,0.99
"C2_Chemical_and_genetic_perturbations:C2_CGP_2085_YEGNASUBRAMANIAN_PROSTATE_CANCER","C2_Chemical_and_genetic_perturbations","C2_CGP_2085_YEGNASUBRAMANIAN_PROSTATE_CANCER",116,-0.9781,0.48,0.61,1.2027,0.13,0.48,-1.114,0.22,0.61
"C2_Chemical_and_genetic_perturbations:C2_CGP_816_FUNG_IL2_SIGNALING_1","C2_Chemical_and_genetic_perturbations","C2_CGP_816_FUNG_IL2_SIGNALING_1",11,-0.9781,0.49,0.6,0.9037,0.6,0.92,-0.8115,0.74,0.95
"C2_Chemical_and_genetic_perturbations:C2_CGP_604_DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_UP","C2_Chemical_and_genetic_perturbations","C2_CGP_604_DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_UP",26,-0.9779,0.5,0.61,-1.0311,0.4,0.98,-1.1179,0.3,0.61
"GO_BP:508759_GO_0046500_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS","GO_BP","508759_GO_0046500_S_ADENOSYLMETHIONINE_METABOLIC_PROCESS",14,-0.9779,0.5,0.66,-1.3285,0.13,0.89,-1.8119,0.008,0.51
"GO_BP:506413_GO_0043374_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION","GO_BP","506413_GO_0043374_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION",7,-0.9779,0.49,0.66,0.7206,0.82,1,1.1567,0.29,0.73
"C3_MicroRNA_targets:C3_MIR_151_AAAGACA_MIR_511","C3_MicroRNA_targets","C3_MIR_151_AAAGACA_MIR_511",199,-0.9776,0.54,0.65,0.9509,0.59,1,1.1795,0.1,1
"REACTOME:105933_REACT_11035_GAP_JUNCTION_DEGRADATION","REACTOME","105933_REACT_11035_GAP_JUNCTION_DEGRADATION",10,-0.9775,0.5,0.68,1.0758,0.37,0.62,0.5678,0.96,1
"C2_Chemical_and_genetic_perturbations:C2_CGP_2056_LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES","C2_Chemical_and_genetic_perturbations","C2_CGP_2056_LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES",17,-0.9775,0.5,0.61,-1.1433,0.28,0.86,-0.8472,0.71,0.93
"GO_BP:502305_GO_0033084_REGULATION_OF_IMMATURE_T_CELL_PROLIFERATION_IN_THYMUS","GO_BP","502305_GO_0033084_REGULATION_OF_IMMATURE_T_CELL_PROLIFERATION_IN_THYMUS",7,-0.9774,0.5,0.66,0.7225,0.8,1,0.6283,0.92,1
"C3_TF_targets:C3_TFT_254_V_TITF1_Q3","C3_TF_targets","C3_TFT_254_V_TITF1_Q3",230,-0.9773,0.55,0.61,-1.0334,0.35,0.69,0.8774,0.81,1
"GO_BP:518330_GO_0090190_POSITIVE_REGULATION_OF_BRANCHING_INVOLVED_IN_URETERIC_BUD_MORPHOGENESIS","GO_BP","518330_GO_0090190_POSITIVE_REGULATION_OF_BRANCHING_INVOLVED_IN_URETERIC_BUD_MORPHOGENESIS",19,-0.9771,0.49,0.66,1.2577,0.17,0.72,1.1555,0.25,0.73
"C2_Chemical_and_genetic_perturbations:C2_CGP_3160_CHANGOLKAR_H2AFY_TARGETS_DN","C2_Chemical_and_genetic_perturbations","C2_CGP_3160_CHANGOLKAR_H2AFY_TARGETS_DN",40,-0.9771,0.51,0.61,1.0379,0.41,0.74,0.9927,0.47,0.96
"GO_BP:753711_GO_1900740_POSITIVE_REGULATION_OF_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_MEMBRANE_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY","GO_BP","753711_GO_1900740_POSITIVE_REGULATION_OF_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_MEMBRANE_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY",26,-0.9771,0.49,0.66,0.5828,0.99,1,-1.1705,0.24,0.73
"OMIM_gene:OMIM604891_NCK_ASSOCIATED_PROTEIN_1_NCKAP1","OMIM_gene","OMIM604891_NCK_ASSOCIATED_PROTEIN_1_NCKAP1",8,-0.977,0.48,0.77,0.6113,0.93,1,-0.9833,0.48,1
"REACTOME:771592_REACT_160301_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER","REACTOME","771592_REACT_160301_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER",57,-0.9769,0.52,0.68,-0.6725,0.97,1,-1.3082,0.075,0.55
"C1_Positional:C1_ALL_46_CHR15Q24","C1_Positional","C1_ALL_46_CHR15Q24",75,-0.9768,0.5,0.89,-1,0.45,1,0.9441,0.57,0.81
"C2_Chemical_and_genetic_perturbations:C2_CGP_364_PROVENZANI_METASTASIS_UP","C2_Chemical_and_genetic_perturbations","C2_CGP_364_PROVENZANI_METASTASIS_UP",194,-0.9768,0.53,0.61,1.6551,0,0.11,-1.1624,0.14,0.56
"GO_BP:494867_GO_0010803_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY","GO_BP","494867_GO_0010803_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY",16,-0.9767,0.53,0.66,-0.4451,1,1,0.7077,0.87,1
"C2_Chemical_and_genetic_perturbations:C2_CGP_1949_BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_UP","C2_Chemical_and_genetic_perturbations","C2_CGP_1949_BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_UP",18,-0.9766,0.49,0.61,-0.9552,0.51,1,-0.8743,0.61,0.9
"GO_BP:512166_GO_0051280_NEGATIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL","GO_BP","512166_GO_0051280_NEGATIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL",5,-0.9764,0.52,0.66,-0.7576,0.75,1,-1.1975,0.28,0.74
"C2_Chemical_and_genetic_perturbations:C2_CGP_2908_CHANDRAN_METASTASIS_UP","C2_Chemical_and_genetic_perturbations","C2_CGP_2908_CHANDRAN_METASTASIS_UP",214,-0.9757,0.55,0.61,-0.9293,0.67,1,-1.0967,0.23,0.63
"GO_BP:491491_GO_0006596_POLYAMINE_BIOSYNTHETIC_PROCESS","GO_BP","491491_GO_0006596_POLYAMINE_BIOSYNTHETIC_PROCESS",13,-0.9757,0.49,0.66,-0.7171,0.83,1,-0.7603,0.79,1
"C7_Immunologic_signatures:C7_ALL_1490_GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_MAC_DN","C7_Immunologic_signatures","C7_ALL_1490_GSE360_L_MAJOR_VS_B_MALAYI_LOW_DOSE_MAC_DN",197,-0.9756,0.51,0.63,1.0022,0.45,0.73,-1.0778,0.25,0.55
"C4_Cancer_gene_neighborhoods:C4_CGN_8_MORF_BRCA1","C4_Cancer_gene_neighborhoods","C4_CGN_8_MORF_BRCA1",258,-0.9753,0.54,0.76,-1.0888,0.23,0.75,0.7809,0.99,1
"GO_BP:504275_GO_0035090_MAINTENANCE_OF_APICAL_BASAL_CELL_POLARITY","GO_BP","504275_GO_0035090_MAINTENANCE_OF_APICAL_BASAL_CELL_POLARITY",7,-0.9752,0.47,0.66,1.2274,0.21,0.76,-1.5717,0.046,0.53
"KEGG_module:HSA_M00683_HIPPO_SIGNALING","KEGG_module","HSA_M00683_HIPPO_SIGNALING",15,-0.9752,0.47,0.76,-0.6281,0.95,1,-1.299,0.16,0.48
"C3_TF_targets:C3_TFT_127_V_MYB_Q6","C3_TF_targets","C3_TFT_127_V_MYB_Q6",248,-0.9751,0.55,0.62,-0.8558,0.88,1,0.8695,0.85,1
"GO_BP:491857_GO_0007029_ENDOPLASMIC_RETICULUM_ORGANIZATION","GO_BP","491857_GO_0007029_ENDOPLASMIC_RETICULUM_ORGANIZATION",40,-0.975,0.52,0.66,0.594,0.99,1,-0.9685,0.51,0.88
"GO_BP:517200_GO_0072284_METANEPHRIC_S_SHAPED_BODY_MORPHOGENESIS","GO_BP","517200_GO_0072284_METANEPHRIC_S_SHAPED_BODY_MORPHOGENESIS",5,-0.975,0.5,0.66,1.1017,0.37,0.9,1.0634,0.39,0.79
"GO_BP:505055_GO_0035886_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION","GO_BP","505055_GO_0035886_VASCULAR_SMOOTH_MUSCLE_CELL_DIFFERENTIATION",12,-0.975,0.48,0.66,-0.7331,0.82,1,0.9042,0.57,0.94
"C7_Immunologic_signatures:C7_ALL_926_GSE22886_UNSTIM_VS_STIM_MEMORY_TCELL_DN","C7_Immunologic_signatures","C7_ALL_926_GSE22886_UNSTIM_VS_STIM_MEMORY_TCELL_DN",200,-0.9748,0.55,0.63,1.648,0,0.0013,-0.8757,0.82,0.98
"GO_BP:499595_GO_0030177_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY","GO_BP","499595_GO_0030177_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY",158,-0.9747,0.53,0.67,1.2018,0.078,0.78,-0.6918,1,0.99
"GO_BP:510800_GO_0048747_MUSCLE_FIBER_DEVELOPMENT","GO_BP","510800_GO_0048747_MUSCLE_FIBER_DEVELOPMENT",42,-0.9745,0.5,0.67,-1.2976,0.1,0.89,-1.0019,0.48,0.85
"C7_Immunologic_signatures:C7_ALL_1094_GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD4_TCELL_DN","C7_Immunologic_signatures","C7_ALL_1094_GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD4_TCELL_DN",199,-0.9745,0.54,0.63,0.8868,0.78,1,-1.1569,0.13,0.36
"C2_Chemical_and_genetic_perturbations:C2_CGP_2044_HOWLIN_CITED1_TARGETS_2_DN","C2_Chemical_and_genetic_perturbations","C2_CGP_2044_HOWLIN_CITED1_TARGETS_2_DN",17,-0.9744,0.51,0.61,-0.5789,0.97,1,0.8503,0.68,1
"C7_Immunologic_signatures:C7_ALL_1871_GSE9650_NAIVE_VS_EXHAUSTED_CD8_TCELL_UP","C7_Immunologic_signatures","C7_ALL_1871_GSE9650_NAIVE_VS_EXHAUSTED_CD8_TCELL_UP",197,-0.9743,0.53,0.63,1.3702,0.017,0.051,-0.9805,0.5,0.77
"GO_MF:496740_GO_0016846_CARBON_SULFUR_LYASE_ACTIVITY","GO_MF","496740_GO_0016846_CARBON_SULFUR_LYASE_ACTIVITY",11,-0.9743,0.5,0.69,0.9689,0.49,0.91,-0.8496,0.66,0.93
"GO_BP:494803_GO_0010738_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING","GO_BP","494803_GO_0010738_REGULATION_OF_PROTEIN_KINASE_A_SIGNALING",17,-0.9743,0.5,0.67,0.9569,0.51,1,1.4731,0.063,0.58
"GO_BP:496276_GO_0016202_REGULATION_OF_STRIATED_MUSCLE_TISSUE_DEVELOPMENT","GO_BP","496276_GO_0016202_REGULATION_OF_STRIATED_MUSCLE_TISSUE_DEVELOPMENT",96,-0.9742,0.52,0.67,-0.8356,0.81,1,1.0661,0.34,0.79
"C2_BioCarta_Pathways:C2_CP_BIOCARTA_144_BIOCARTA_AKAPCENTROSOME_PATHWAY","C2_BioCarta_Pathways","C2_CP_BIOCARTA_144_BIOCARTA_AKAPCENTROSOME_PATHWAY",15,-0.9742,0.5,0.62,1.1972,0.21,0.68,-1.0476,0.39,0.68
"GO_MF:496944_GO_0017147_WNT_PROTEIN_BINDING","GO_MF","496944_GO_0017147_WNT_PROTEIN_BINDING",27,-0.974,0.49,0.69,-0.9183,0.6,0.97,0.876,0.65,0.96
"C2_Chemical_and_genetic_perturbations:C2_CGP_927_SCHMAHL_PDGF_SIGNALING","C2_Chemical_and_genetic_perturbations","C2_CGP_927_SCHMAHL_PDGF_SIGNALING",9,-0.974,0.5,0.61,0.5771,0.96,1,-1.0176,0.43,0.73
"GO_BP:510425_GO_0048318_AXIAL_MESODERM_DEVELOPMENT","GO_BP","510425_GO_0048318_AXIAL_MESODERM_DEVELOPMENT",8,-0.9739,0.49,0.67,-0.8852,0.6,1,0.7712,0.74,1
"GO_BP:518178_GO_0090031_POSITIVE_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS","GO_BP","518178_GO_0090031_POSITIVE_REGULATION_OF_STEROID_HORMONE_BIOSYNTHETIC_PROCESS",6,-0.9739,0.49,0.67,0.7923,0.69,1,0.6359,0.91,1
"GO_BP:494926_GO_0010862_POSITIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION","GO_BP","494926_GO_0010862_POSITIVE_REGULATION_OF_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION",45,-0.9739,0.5,0.67,0.8895,0.64,1,1.1702,0.21,0.72
"GO_MF:506340_GO_0043274_PHOSPHOLIPASE_BINDING","GO_MF","506340_GO_0043274_PHOSPHOLIPASE_BINDING",16,-0.9739,0.49,0.69,0.9512,0.52,0.93,-1.3692,0.1,0.51
"GO_BP:754630_GO_1901679_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORT","GO_BP","754630_GO_1901679_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORT",12,-0.9739,0.48,0.67,-1.0367,0.41,0.98,-1.275,0.19,0.66
"C7_Immunologic_signatures:C7_ALL_1759_GSE6269_STREP_AUREUS_VS_STREP_PNEUMO_INF_PBMC_UP","C7_Immunologic_signatures","C7_ALL_1759_GSE6269_STREP_AUREUS_VS_STREP_PNEUMO_INF_PBMC_UP",177,-0.9738,0.52,0.63,1.0437,0.37,0.61,0.8223,0.92,1
"C2_Chemical_and_genetic_perturbations:C2_CGP_272_ODONNELL_TARGETS_OF_MYC_AND_TFRC_DN","C2_Chemical_and_genetic_perturbations","C2_CGP_272_ODONNELL_TARGETS_OF_MYC_AND_TFRC_DN",44,-0.9737,0.5,0.61,-0.6361,0.98,1,-0.9558,0.51,0.81
"C4_Cancer_gene_neighborhoods:C4_CGN_231_GCM_FCGR2B","C4_Cancer_gene_neighborhoods","C4_CGN_231_GCM_FCGR2B",37,-0.9737,0.51,0.76,-0.7346,0.89,1,0.7058,0.92,1
"C2_Chemical_and_genetic_perturbations:C2_CGP_2055_LEIN_CEREBELLUM_MARKERS","C2_Chemical_and_genetic_perturbations","C2_CGP_2055_LEIN_CEREBELLUM_MARKERS",82,-0.9735,0.51,0.61,-0.809,0.85,1,1.1484,0.19,0.83
"GO_CC:490832_GO_0030133_TRANSPORT_VESICLE","GO_CC","490832_GO_0030133_TRANSPORT_VESICLE",164,-0.9733,0.52,0.75,1.19,0.093,0.55,-0.872,0.82,1
"GO_BP:503582_GO_0034380_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_ASSEMBLY","GO_BP","503582_GO_0034380_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_ASSEMBLY",8,-0.9732,0.49,0.67,-1.1355,0.3,0.93,-0.7479,0.79,1
"C4_Cancer_modules:C4_CM_324_MODULE_381","C4_Cancer_modules","C4_CM_324_MODULE_381",12,-0.9732,0.49,0.62,-1.2847,0.18,0.53,-1.6319,0.026,0.11
