"","symbol","chromosome","length","num_transcript"
"142683","ITLN2","chr1",1058,3
"142684","RAB40A","chrX",2402,2
"142685","ASB15","chr7",2579.75,8
"142686","ASB14","chr3",2508.8,5
"142689","ASB12","chrX",1293,1
"142827","142827",NA,NA,NA
"142891","SAMD8","chr10",6854.33333333333,3
"142910","LIPJ","chr10",1503,3
"142913","CFL1P1","chr10",2120,1
"142940","TRUB1","chr10",3412,1
"143098","MPP7","chr10",3607.25,4
"143187","VTI1A","chr10",1982,9
"143244","EIF5AL1","chr10",3840,1
"143279","HECTD2","chr10",4343.2,5
"143282","FGFBP3","chr10",2564,1
"143379","C10orf82","chr10",1019.4,5
"143384","CACUL1","chr10",4345.33333333333,3
"143425","SYT9","chr11",2544,3
"143458","LDLRAD3","chr11",2969,1
"143471","PSMA8","chr18",1747.75,4
"143501","C11orf40","chr11",654,1
"143502","OR52I2","chr11",1115,1
"143503","OR51E1","chr11",3050,2
"143570","XRRA1","chr11",3493.47058823529,17
"143630","UBQLNL","chr11",2334,1
"143662","MUC15","chr11",3314.4,5
"143666","LOC143666","chr11",2078,1
"143678","C11orf94","chr11",369,1
"143684","FAM76B","chr11",3417.4,5
"143686","SESN3","chr11",9394,2
"143689","PIWIL4","chr11",3199,1
"143872","ARHGAP42","chr11",4752,1
"143879","KBTBD3","chr11",4937.33333333333,3
"143884","CWF19L2","chr11",2586.5,2
"143888","KDELC2","chr11",4311,1
"143903","LAYN","chr11",2264.2,5
"143941","TTC36","chr11",679,1
"144097","C11orf84","chr11",1679,5
"144100","PLEKHA7","chr11",4624.14285714286,7
"144108","SPTY2D1","chr11",5734,1
"144110","TMEM86A","chr11",3582,1
"144124","OR10A5","chr11",954,1
"144125","OR2AG1","chr11",998,1
"144132","DNHD1","chr11",9041,2
"144165","PRICKLE1","chr12",4269.5,4
"144193","AMDHD1","chr12",2136,1
"144195","SLC2A14","chr12",3666.25,8
"144203","OVOS2","chr12",4561,1
"144233","BCDIN3D","chr12",3249,1
"144245","ALG10B","chr12",4480,3
"144321","GLIPR1L2","chr12",2178,3
"144347","FAM101A","chr12",2150,1
"144348","ZNF664","chr12",4298,2
"144360","LINC00477","chr12",1710,1
"144363","LYRM5","chr12",1125.66666666667,3
"144402","CPNE8","chr12",2852.5,2
"144404","TMEM120B","chr12",2903,4
"144406","WDR66","chr12",3613.5,2
"144423","GLT1D1","chr12",2563.625,8
"144453","BEST3","chr12",2506.57142857143,14
"144455","E2F7","chr12",5741,1
"144481","SOCS2-AS1","chr12",574,1
"144486","144486",NA,NA,NA
"144501","KRT80","chr12",3946.5,4
"144535","144535",NA,NA,NA
"144568","A2ML1","chr12",4490.5,2
"144571","A2M-AS1","chr12",2187,1
"144577","C12orf66","chr12",2651,2
"144608","C12orf60","chr12",1256.33333333333,3
"144699","FBXL14","chr12",2111,1
"144715","RAD9B","chr12",2492.875,8
"144717","FAM109A","chr12",2744.25,4
"144809","FAM216B","chr13",3303.5,2
"144811","LACC1","chr13",4094.8,5
"144983","HNRNPA1L2","chr13",2294.5,2
"145165","ST13P4","chr13",1599,1
"145173","B3GALTL","chr13",4134.5,2
"145200","LINC00239","chr14",642,1
"145216","LINC00637","chr14",2056,1
"145226","RDH12","chr14",1878,1
"145241","ADAM21P1","chr14",2049,1
"145249","LINC00618","chr14",361,1
"145258","GSC","chr14",1189,1
"145264","SERPINA12","chr14",1779,2
"145282","MIPOL1","chr14",6041,6
"145376","PPP1R36","chr14",1312.66666666667,3
"145389","SLC38A6","chr14",1611.125,8
"145407","C14orf37","chr14",2778,2
"145438","FRMD6-AS1","chr14",2229,1
"145447","ABHD12B","chr14",1659,5
"145474","LOC145474","chr14",1854,1
"145482","PTGR2","chr14",2550,3
"145483","FAM161B","chr14",3596,1
"145497","145497",NA,NA,NA
"145501","ISM2","chr14",2818,2
"145508","CEP128","chr14",3878,3
"145553","MDP1","chr14",702.333333333333,3
"145567","TTC7B","chr14",3385.75,4
"145581","LRFN5","chr14",3477.66666666667,3
"145624","PWAR1","chr15",2412,1
"145645","C15orf43","chr15",1275,1
"145741","C2CD4A","chr15",3445,1
"145748","LYSMD4","chr15",2627.91666666667,12
"145773","FAM81A","chr15",3463.75,4
"145781","GCOM1","chr15",4954.625,8
"145783","LOC145783","chr15",3017,1
"145788","C15orf65","chr15",752,1
"145814","PGPEP1L","chr15",1227.66666666667,3
"145853","C15orf61","chr15",1297,1
"145858","C15orf32","chr15",1485.5,2
"145864","HAPLN3","chr15",2530,2
"145873","MESP2","chr15",1614,1
"145946","SPATA8","chr15",1026,1
"145957","NRG4","chr15",2195,1
"145978","LINC00052","chr15",1786,1
"146050","ZSCAN29","chr15",5751,2
"146057","TTBK2","chr15",5719.2,5
"146059","CDAN1","chr15",3605.6,5
"146167","SLC38A8","chr16",1431.5,2
"146177","VWA3A","chr16",4817.5,2
"146183","OTOA","chr16",3260,3
"146198","ZFP90","chr16",2791.55555555556,9
"146206","RLTPR","chr16",4356.25,8
"146212","KCTD19","chr16",2922.66666666667,3
"146223","CMTM4","chr16",5765.5,2
"146225","CMTM2","chr16",983.5,2
"146227","BEAN1","chr16",1897.6,5
"146279","TEKT5","chr16",1367,2
"146310","RNF151","chr16",813.5,2
"146325","146325",NA,NA,NA
"146330","FBXL16","chr16",3389,2
"146395","GSG1L","chr16",2995.75,4
"146429","SLC22A31","chr16",1823,4
"146433","IL34","chr16",1772.33333333333,3
"146434","ZNF597","chr16",1773,1
"146439","CCDC64B","chr16",1932,3
"146456","TMED6","chr16",940,1
"146512","FLJ30679","chr16",1980,1
"146540","ZNF785","chr16",2153.66666666667,3
"146542","ZNF688","chr16",1321.6,5
"146547","PRSS36","chr16",2731,3
"146556","C16orf89","chr16",1529.33333333333,3
"146562","C16orf71","chr16",2563,3
"146664","MGAT5B","chr17",3947.28571428571,7
"146691","TOM1L2","chr17",5671.90909090909,11
"146705","ENTHD2","chr17",2818.42857142857,7
"146712","B3GNTL1","chr17",1605.8,5
"146713","RBFOX3","chr17",2940.25,8
"146722","CD300LF","chr17",1862.125,8
"146723","C17orf77","chr17",2525,1
"146754","DNAH2","chr17",14234,2
"146760","RTN4RL1","chr17",3164,1
"146779","EFCAB3","chr17",1619.5,2
"146802","SLC47A2","chr17",1989.16666666667,12
"146822","CDRT15","chr17",611,2
"146845","146845",NA,NA,NA
"146849","CCDC42","chr17",1350,3
"146850","PIK3R6","chr17",3041,1
"146852","ODF4","chr17",994,3
"146857","SLFN13","chr17",5724.25,4
"146861","SLC35G3","chr17",1874,1
"146862","UNC45B","chr17",5356,4
"146880","LOC146880","chr17",2868,2
"146894","CD300LG","chr17",2125.81818181818,11
"146909","KIF18B","chr17",4187,3
"146923","RUNDC1","chr17",3022.25,4
"146956","EME1","chr17",2159.66666666667,3
"147007","TMEM199","chr17",1449,1
"147011","PROCA1","chr17",1617.5,8
"147015","DHRS13","chr17",1469,2
"147040","KCTD11","chr17",3056,1
"147081","CRHR1-IT1","chr17",1703.5,2
"147111","NOTUM","chr17",2217,1
"147138","TMC8","chr17",3545.6,5
"147166","TRIM16L","chr17",2066.2,10
"147172","LRRC37BP1","chr17",4597,1
"147179","WIPF2","chr17",5849,3
"147183","KRT25","chr17",1559.5,2
"147184","TMEM99","chr17",1883.5,4
"147199","SCGB1C1","chr11",462,2
"147323","STARD6","chr18",663,1
"147339","C18orf25","chr18",5376.5,2
"147372","CCBE1","chr18",5487.25,4
"147407","SLC25A52","chr18",1185,1
"147409","DSG4","chr18",3608.5,2
"147463","ANKRD29","chr18",2274,1
"147495","APCDD1","chr18",2562,1
"147525","LINC00526","chr18",1306,1
"147645","VSIG10L","chr19",3674,1
"147646","C19orf84","chr19",1318,1
"147650","SPACA6P","chr19",1964,1
"147657","ZNF480","chr19",3743,3
"147658","ZNF534","chr19",2066.5,2
"147660","ZNF578","chr19",3034.8,5
"147664","ERVV-1","chr19",2490,1
"147670","SMIM17","chr19",1605,3
"147685","C19orf18","chr19",915,1
"147686","ZNF418","chr19",3079.5,8
"147687","ZNF417","chr19",3339.5,2
"147694","ZNF548","chr19",3629.33333333333,3
"147699","PPM1N","chr19",1839,2
"147700","KLC3","chr19",1889.5,2
"147710","IGSF23","chr19",1007,7
"147719","LYPD4","chr19",1533.14285714286,7
"147727","ILF3-AS1","chr19",2011,1
"147741","ZNF560","chr19",2802,1
"147746","HIPK4","chr19",2450.5,2
"147798","TMC4","chr19",2306.33333333333,3
"147804","TPM3P9","chr19",2932,1
"147807","ZNF524","chr19",1109,1
"147808","ZNF784","chr19",1996,1
"147837","ZNF563","chr19",1636.625,8
"147841","SPC24","chr19",818,2
"147906","DACT3","chr19",2696,2
"147912","SIX5","chr19",3331,1
"147920","IGFL2","chr19",756,2
"147923","ZNF420","chr19",2810,5
"147929","ZNF565","chr19",2049,3
"147945","NLRP4","chr19",3408.66666666667,3
"147947","147947",NA,NA,NA
"147948","ZNF582","chr19",2616.5,4
"147949","ZNF583","chr19",2293.6,5
"147965","FAM98C","chr19",1275,1
"147968","CAPN12","chr19",3129,1
"147991","DPY19L3","chr19",6144.8,5
"148003","LGALS16","chr19",600,1
"148014","TTC9B","chr19",843,1
"148022","TICAM1","chr19",2722,1
"148046","CIRBP-AS1","chr19",1356,1
"148066","ZNRF4","chr19",1442,1
"148103","ZNF599","chr19",3122,2
"148109","FAM187B","chr19",1179,1
"148113","CILP2","chr19",4199,1
"148137","148137",NA,NA,NA
"148145","LINC00906","chr19",3444,1
"148156","ZNF558","chr19",3342.66666666667,3
"148189","LINC00662","chr19",2051,1
"148198","ZNF98","chr19",2260,1
"148203","ZNF738","chr19",11721,1
"148206","ZNF714","chr19",8808,1
"148213","ZNF681","chr19",6497,1
"148223","C19orf25","chr19",1608.75,4
"148229","ATP8B3","chr19",4375.71428571429,7
"148231","LINC00905","chr19",1583,2
"148252","DIRAS1","chr19",3398,1
"148254","ZNF555","chr19",8545.5,2
"148266","ZNF569","chr19",4138.66666666667,6
"148268","ZNF570","chr19",2072.33333333333,3
"148281","SYT6","chr1",3487,3
"148304","C1orf74","chr1",1561,1
"148327","CREB3L4","chr1",1692.57142857143,7
"148345","C1orf127","chr1",2712,2
"148362","BROX","chr1",3504.66666666667,9
"148398","SAMD11","chr1",2554,1
"148413","LOC148413","chr1",1748,1
"148418","SAMD13","chr1",1511,3
"148423","C1orf52","chr1",3327.5,2
"148479","PHF13","chr1",3670,1
"148523","148523",NA,NA,NA
"148534","TMEM56","chr1",6720.5,2
"148545","NBPF4","chr1",2463,3
"148581","UBE2U","chr1",1277.6,5
"148641","SLC35F3","chr1",2857.5,2
"148645","LINC00337","chr1",1642,1
"148696","LOC148696","chr1",4218,1
"148713","PTPRVP","chr1",4095,1
"148738","HFE2","chr1",1872.6,5
"148741","ANKRD35","chr1",3228,2
"148789","B3GALNT2","chr1",2226.2,5
"148808","MFSD4","chr1",4088,1
"148811","PM20D1","chr1",1842,3
"148823","GCSAML","chr1",4012.14285714286,7
"148824","GCSAML-AS1","chr1",1913,1
"148867","SLC30A7","chr1",5190.75,4
"148870","CCDC27","chr1",2174,1
"148898","148898",NA,NA,NA
"148930","KNCN","chr1",2392,1
"148932","MOB3C","chr1",3787,3
"149013","NBPF12","chr1",6226.16666666667,12
"149018","LELP1","chr1",541,1
"149041","RC3H1","chr1",5665.16666666667,6
"149069","DCDC2B","chr1",1349,1
"149076","ZNF362","chr1",3226.33333333333,3
"149095","DCST1","chr1",2259.5,2
"149111","CNIH3","chr1",2032,2
"149134","149134",NA,NA,NA
"149175","MANEAL","chr1",2584.5,4
"149233","IL23R","chr1",1988.25,4
"149281","METTL11B","chr1",938,1
"149297","FAM78B","chr1",1481,1
"149345","SHISA4","chr1",1238.33333333333,3
"149351","LOC149351","chr1",2454,1
"149371","EXOC8","chr1",5097,1
"149420","PDIK1L","chr1",4217.4,5
"149428","BNIPL","chr1",1913.33333333333,3
"149461","CLDN19","chr1",3326,3
"149465","149465",NA,NA,NA
"149466","C1orf210","chr1",1199,3
"149473","CCDC24","chr1",1394.5,2
"149478","BTBD19","chr1",2132.8,5
"149483","CCDC17","chr1",2738,6
"149499","LRRC71","chr1",1807.90909090909,11
"149563","C1orf64","chr1",917,1
"149603","RNF187","chr1",3133,1
"149620","CHIAP2","chr1",2803,1
"149628","PYHIN1","chr1",1943.83333333333,6
"149643","149643",NA,NA,NA
"149647","FAM71A","chr1",2332,1
"149685","ADIG","chr20",770,1
"149699","GTSF1L","chr20",772.666666666667,3
"149708","WFDC5","chr20",1018,1
"149773","APCDD1L-AS1","chr20",2096,1
"149775","GNAS-AS1","chr20",1157,1
"149830","PRNT","chr20",2100.66666666667,3
"149837","LINC00654","chr20",3591,1
"149840","C20orf196","chr20",1122.5,2
"149934","NCOR1P1","chr20",419,1
"149950","LOC149950","chr20",846,1
"149951","COMMD7","chr20",2190,4
"149954","BPIFB4","chr20",2174,1
"149986","LSM14B","chr20",1871.25,4
"149998","LIPI","chr21",1687.57142857143,7
"150000","ABCC13","chr21",1832.5,2
"150082","LCA5L","chr21",2270.44444444444,9
"150084","IGSF5","chr21",1998,2
"150094","SIK1","chr21",4706,1
"150142","ZNF295-AS1","chr21",1073,1
"150147","150147",NA,NA,NA
"150159","SLC9B1","chr4",1753.66666666667,6
"150160","CCT8L2","chr22",2053,1
"150165","XKR3","chr22",1685,1
"150197","LINC00896","chr22",2206,1
"150209","AIFM3","chr22",2359.75,4
"150223","YDJC","chr22",1456.66666666667,3
"150244","ZDHHC8P1","chr22",2548,1
"150248","C22orf15","chr22",843.375,8
"150274","HSCB","chr22",892,4
"150275","CCDC117","chr22",3852.75,4
"150280","HORMAD2","chr22",1354,3
"150290","DUSP18","chr22",2426.2,5
"150291","MORC2-AS1","chr22",2134,1
"150297","C22orf42","chr22",1084.5,2
"150350","ENTHD1","chr22",2201,6
"150353","DNAJB7","chr22",2578,1
"150356","CHADL","chr22",2599,3
"150365","MEI1","chr22",3816.2,5
"150368","FAM109B","chr22",2350.5,2
"150372","NFAM1","chr22",4310,2
"150379","PNPLA5","chr22",2242.66666666667,3
"150383","CDPF1","chr22",1492,1
"150384","GTSE1-AS1","chr22",1518,1
"150465","TTL","chr2",5094.5,2
"150468","CKAP2L","chr2",3273,1
"150472","CBWD2","chr2",1580.22222222222,9
"150483","TEKT4","chr2",1692.33333333333,3
"150577","LINC01104","chr2",3115,1
"150590","C2orf15","chr2",1430,1
"150678","MYEOV2","chr2",602.5,2
"150684","COMMD1","chr2",618,2
"150696","PROM2","chr2",4013.42857142857,7
"150709","ANKAR","chr2",4025,3
"150726","FBXO41","chr2",6605,3
"150737","TTC30B","chr2",2645,1
"150759","LINC00342","chr2",3128,1
"150763","GPAT2","chr2",2683.72222222222,18
"150771","ITPRIPL1","chr2",1948.2,5
"150776","LOC150776","chr2",3788,1
"150786","WTH3DI","chr2",3667,1
"150864","FAM117B","chr2",5773,1
"150946","GAREML","chr2",4324,3
"150962","PUS10","chr2",3018.5,2
"150967","PKI55","chr2",3304,1
"150992","LINC00309","chr2",3307,1
"151009","LINC01106","chr2",2182,1
"151011","SEPT10","chr2",2845.2,5
"151050","KANSL1L","chr2",3645,10
"151056","PLB1","chr2",5131.5,2
"151112","ZSWIM2","chr2",2446,1
"151126","ZNF385B","chr2",2619.33333333333,9
"151171","LINC01107","chr2",2420,1
"151174","LOC151174","chr2",1402.5,2
"151176","FAM132B","chr2",2598,1
"151188","ARL6IP6","chr2",1831.5,4
"151194","METTL21A","chr2",2912,11
"151195","CCNYL1","chr2",3061.5,4
"151230","KLHL23","chr2",4075,1
"151234","SULT1C2P1","chr2",1875,1
"151246","SGOL2","chr2",4212.5,6
"151254","ALS2CR11","chr2",2534.91666666667,12
"151258","SLC38A11","chr2",1494.85714285714,7
"151278","CCDC140","chr2",1699,1
"151295","SLC23A3","chr2",2285,3
"151306","GPBAR1","chr2",1626.66666666667,3
"151313","FAHD2B","chr2",1180.66666666667,3
"151325","MYADML","chr2",2157,1
"151354","FAM84A","chr2",6077.5,2
"151393","RMDN2","chr2",1659.57142857143,7
"151449","GDF7","chr2",1994,1
"151473","SLC16A14","chr2",4077,3
"151477","LINC00471","chr2",1282,1
"151507","MSL3P1","chr2",1997,1
"151516","ASPRV1","chr2",2177,1
"151525","WDSUB1","chr2",1679.71428571429,7
"151531","UPP2","chr2",1988.33333333333,3
"151534","LBX2-AS1","chr2",2449,1
"151556","GPR155","chr2",6440.2,5
"151613","TTC14","chr3",2459.75,8
"151636","DTX3L","chr3",5768,1
"151647","FAM19A4","chr3",2253,2
"151648","SGOL1","chr3",2653.53333333333,15
"151649","PP2D1","chr3",1882.75,4
"151651","EFHB","chr3",2608.66666666667,3
"151658","LINC00635","chr3",1474.5,2
"151742","PPM1L","chr3",2230.5,2
"151790","WDR49","chr3",2594,1
"151827","LRRC34","chr3",1748.4,5
"151835","CPNE9","chr3",1906.5,2
"151887","CCDC80","chr3",3955,3
"151888","BTLA","chr3",3068.33333333333,3
"151903","CCDC12","chr3",961.4,5
"151963","MB21D2","chr3",3368,1
"151987","PPP4R2","chr3",1462,1
"152002","XXYLT1","chr3",2117.5,10
"152006","RNF38","chr9",5092.45454545455,11
"152007","GLIPR2","chr9",2034.63636363636,11
"152015","ROPN1B","chr3",1089.6,5
"152024","LINC00691","chr3",2241,1
"152065","C3orf22","chr3",1229.66666666667,3
"152078","152078",NA,NA,NA
"152098","ZCWPW2","chr3",1611.85714285714,7
"152100","CMC1","chr3",772,2
"152110","NEK10","chr3",4063.58333333333,12
"152118","C3orf79","chr3",580,1
"152137","CCDC50","chr3",8685,2
"152138","PYDC2","chr3",294,1
"152185","SPICE1","chr3",4678,3
"152189","CMTM8","chr3",1170,1
"152195","NUDT16P1","chr3",2298,2
"152206","CCDC13","chr3",2378.33333333333,3
"152217","NCBP2-AS2","chr3",1391,1
"152225","LOC152225","chr3",2051,1
"152273","FGD5","chr3",5900.66666666667,3
"152302","CIDECP","chr3",803,1
"152330","CNTN4","chr3",4530.57142857143,7
"152404","IGSF11","chr3",3430.5,4
"152405","C3orf30","chr3",1814,1
"152485","ZNF827","chr4",3545,4
"152503","SH3D19","chr4",4872.38461538462,13
"152518","NFXL1","chr4",3812.5,4
"152519","NIPAL1","chr4",2194,1
"152559","PAQR3","chr4",2014.14285714286,7
"152573","SHISA3","chr4",1971,1
"152579","SCFD2","chr4",3176,1
"152586","152586",NA,NA,NA
"152641","WWC2-AS2","chr4",2179,1
"152687","ZNF595","chr4",2856.5,4
"152742","LINC01085","chr4",1984,1
"152756","FAM218A","chr4",2174,1
"152789","JAKMIP1","chr4",2799,2
"152815","THAP6","chr4",2050.28571428571,7
"152816","C4orf26","chr4",1868,5
"152831","KLB","chr4",6057,2
"152877","FAM53A","chr4",2837.5,4
"152926","PPM1K","chr4",4318.66666666667,3
"152940","C4orf45","chr4",817,1
"152992","TRMT44","chr4",2486,4
"153020","RASGEF1B","chr4",2722.5,4
"153090","DAB2IP","chr9",5966.90909090909,11
"153129","SLC38A9","chr5",2689.15384615385,13
"153163","MGC32805","chr5",1424,1
"153201","SLC36A2","chr5",2106.33333333333,3
"153218","SPINK13","chr5",509,1
"153222","CREBRF","chr5",5697.4,5
"153241","CEP120","chr5",4608.66666666667,3
"153328","SLC25A48","chr5",1331.46153846154,13
"153339","TMEM167A","chr5",4587,1
"153364","MBLAC2","chr5",4280,1
"153396","TMEM161B","chr5",2471.22222222222,9
"153443","SRFBP1","chr5",2836,1
"153469","JAKMIP2-AS1","chr5",1920,1
"153478","PLEKHG4B","chr5",12045,2
"153527","ZMAT2","chr5",1512,1
"153562","MARVELD2","chr5",2748.8,5
"153572","IRX2","chr5",2680,2
"153579","BTNL9","chr5",3124.6,5
"153642","ARSK","chr5",2990.5,2
"153643","FAM81B","chr5",1309.42857142857,7
"153657","TTC23L","chr5",1292.4,5
"153684","LOC153684","chr5",2260,1
"153733","CCDC112","chr5",2477.33333333333,3
"153743","PPP1R2P3","chr5",1991,1
"153745","FAM71B","chr5",2033,1
"153768","PRELID2","chr5",4923.66666666667,3
"153769","SH3RF2","chr5",4165,4
"153770","PLAC8L1","chr5",878,2
"153830","RNF145","chr5",3499.83333333333,6
"153918","ZC2HC1B","chr6",992,1
"154007","SNRNP48","chr6",3589.5,2
"154043","CNKSR3","chr6",3228,1
"154064","RAET1L","chr6",802,1
"154075","SAMD3","chr6",2089,4
"154091","SLC2A12","chr6",3841,2
"154092","LINC01010","chr6",1596.5,4
"154141","MBOAT1","chr6",3466.75,4
"154197","PNLDC1","chr6",1891.5,2
"154214","RNF217","chr6",6283,4
"154215","NKAIN2","chr6",2894.57142857143,7
"154288","KHDC3L","chr6",746.5,2
"154313","C6orf165","chr6",2215,1
"154386","C6orf195","chr6",2070,1
"154442","BVES-AS1","chr6",1716,1
"154467","CCDC167","chr6",621,1
"154661","RUNDC3B","chr7",3847.16666666667,6
"154664","ABCA13","chr7",17184,1
"154743","C7orf60","chr7",3942,1
"154761","LOC154761","chr7",2527,1
"154790","CLEC2L","chr7",1288,1
"154791","C7orf55","chr7",1062.75,4
"154796","AMOT","chrX",6894.85714285714,7
"154807","VKORC1L1","chr7",4077,3
"154810","AMOTL1","chr11",6919.83333333333,6
"154822","LINC00689","chr7",4013,1
"154865","IQUB","chr7",2945.75,8
"154872","LOC154872","chr7",669,1
"154881","KCTD7","chr7",4468.5,2
"155006","TMEM213","chr7",2846.5,2
"155038","GIMAP8","chr7",3829.5,4
"155054","ZNF425","chr7",3220,1
"155060","LOC155060","chr7",3154,1
"155061","ZNF746","chr7",3863.2,5
"155066","ATP6V0E2","chr7",2658.66666666667,3
"155184","SLC2A7","chr1",1539,1
"155185","AMZ1","chr7",4310.5,2
"155368","WBSCR27","chr7",931,1
"155370","SBDSP1","chr7",1284.5,4
"155382","VPS37D","chr7",1605,1
"155400","NSUN5P1","chr7",1828.5,2
"155435","RBM33","chr7",10414.5,6
"157247","MGC27345","chr7",10079,1
"157285","SGK223","chr8",4876,3
"157310","PEBP4","chr8",930,2
"157313","CDCA2","chr8",3445.6,5
"157376","FER1L6-AS2","chr8",1748,1
"157378","TMEM65","chr8",4307,1
"157381","LINC00964","chr8",3579,1
"157506","RDH10","chr8",3963,1
"157556","157556",NA,NA,NA
"157567","ANKRD46","chr8",2655.6,5
"157570","ESCO2","chr8",3047.66666666667,3
"157574","FBXO16","chr8",1329,2
"157627","LINC00599","chr8",2922,1
"157638","FAM84B","chr8",3436.66666666667,3
"157657","C8orf37","chr8",3030,2
"157680","VPS13B","chr8",8464.55555555555,9
"157693","FAM87A","chr8",4013,1
"157695","TDRP","chr8",2547,5
"157697","ERICH1","chr8",1658,4
"157724","SLC7A13","chr8",1751.5,2
"157739","TDH","chr8",1357,1
"157753","TMEM74","chr8",4152.5,2
"157769","FAM91A1","chr8",3498.5,2
"157773","C8orf48","chr8",1446,1
"157777","MCMDC2","chr8",2605.45454545455,11
"157807","CLVS1","chr8",3437.33333333333,3
"157855","KCNU1","chr8",3005.5,2
"157869","SBSPON","chr8",3232,2
"157922","CAMSAP1","chr9",7502.33333333333,3
"157927","C9orf62","chr9",1924,1
"157983","C9orf66","chr9",2786,1
"158035","LINC00032","chr9",2913,1
"158038","LINGO2","chr9",2905.66666666667,3
"158046","NXNL2","chr9",933,5
"158055","C9orf163","chr9",2573,1
"158056","MAMDC4","chr9",3660,1
"158062","158062",NA,NA,NA
"158067","AK8","chr9",1783.5,4
"158131","OR1Q1","chr9",945,1
"158135","TTLL11","chr9",5084.57142857143,7
"158158","RASEF","chr9",5428,3
"158160","HSD17B7P2","chr10",1401,1
"158219","TTC39B","chr9",3185.6,5
"158228","FAM201A","chr9",1731,1
"158234","TRMT10B","chr9",2056.72727272727,11
"158248","TTC16","chr9",2554.625,8
"158257","MIRLET7DHG","chr9",1320.5,2
"158293","FAM120AOS","chr9",2370,2
"158297","158297",NA,NA,NA
"158326","FREM1","chr9",5839.5,12
"158358","KIAA2026","chr9",6498,3
"158376","LINC00961","chr9",1546,1
"158381","ATP8B5P","chr9",2634.33333333333,3
"158399","ZNF483","chr9",3081,2
"158401","C9orf84","chr9",4640.5,8
"158405","KIAA1958","chr9",6305.5,4
"158427","TSTD2","chr9",4102,3
"158431","ZNF782","chr9",3697,5
"158434","LOC158434","chr9",2662,1
"158471","PRUNE2","chr9",12558.6111111111,18
